journal,year,accepted,rejected,rejection_rate,IF,citations,citable_items
gels,2018,83,18,0.1782178217821782,NA,NA,NA
gels,2019,49,35,0.4166666666666667,NA,NA,NA
gels,2020,52,6,0.10344827586206896,4.702,1122,47
gels,2021,301,112,0.2711864406779661,4.432,1609,274
gels,2022,848,452,0.3476923076923077,NA,NA,NA
gels,2023,77,43,0.35833333333333334,NA,NA,NA
genes,2013,32,10,0.23809523809523808,NA,NA,NA
genes,2014,61,14,0.18666666666666668,NA,NA,NA
genes,2015,73,97,0.5705882352941176,NA,NA,NA
genes,2016,146,339,0.6989690721649484,3.600,863,133
genes,2017,399,365,0.47774869109947643,3.191,1577,393
genes,2018,657,882,0.5730994152046783,3.331,3103,627
genes,2019,1080,1277,0.5417904115400933,3.759,5889,1029
genes,2020,1539,1713,0.5267527675276753,4.096,11556,1497
genes,2021,2072,1873,0.47477820025348544,4.141,18611,1944
genes,2022,2434,2421,0.49866117404737387,NA,NA,NA
genes,2023,264,313,0.5424610051993067,NA,NA,NA
healthcare,2013,11,19,0.6333333333333333,NA,NA,NA
healthcare,2014,33,42,0.56,NA,NA,NA
healthcare,2015,90,91,0.5027624309392266,NA,NA,NA
healthcare,2016,93,75,0.44642857142857145,NA,NA,NA
healthcare,2017,94,79,0.45664739884393063,NA,NA,NA
healthcare,2018,148,163,0.5241157556270096,NA,NA,NA
healthcare,2019,172,268,0.6090909090909091,1.916,1049,156
healthcare,2020,600,1176,0.6621621621621622,2.645,2175,563
healthcare,2021,1814,2335,0.5627862135454327,3.160,5075,1711
healthcare,2022,2638,3111,0.5411375891459385,NA,NA,NA
healthcare,2023,278,415,0.5988455988455988,NA,NA,NA
horticulturae,2015,5,19,0.7916666666666666,NA,NA,NA
horticulturae,2016,40,68,0.6296296296296297,NA,NA,NA
horticulturae,2017,30,20,0.4,NA,NA,NA
horticulturae,2018,58,67,0.536,NA,NA,NA
horticulturae,2019,76,125,0.6218905472636815,NA,NA,NA
horticulturae,2020,114,92,0.44660194174757284,2.331,647,108
horticulturae,2021,631,567,0.4732888146911519,2.923,1432,576
horticulturae,2022,1222,1332,0.5215348472983555,NA,NA,NA
horticulturae,2023,138,132,0.4888888888888889,NA,NA,NA
inorganics,2013,6,3,0.3333333333333333,NA,NA,NA
inorganics,2014,43,8,0.1568627450980392,NA,NA,NA
inorganics,2015,39,14,0.2641509433962264,NA,NA,NA
inorganics,2016,44,12,0.21428571428571427,NA,NA,NA
inorganics,2017,96,13,0.11926605504587157,NA,NA,NA
inorganics,2018,130,22,0.14473684210526316,NA,NA,NA
inorganics,2019,146,24,0.1411764705882353,NA,NA,NA
inorganics,2020,67,18,0.21176470588235294,NA,NA,NA
inorganics,2021,95,23,0.19491525423728814,NA,NA,NA
inorganics,2022,278,145,0.34278959810874704,NA,NA,NA
inorganics,2023,49,20,0.2898550724637681,NA,NA,NA
insects,2013,47,19,0.2878787878787879,NA,NA,NA
insects,2014,61,19,0.2375,NA,NA,NA
insects,2015,62,26,0.29545454545454547,NA,NA,NA
insects,2016,81,39,0.325,NA,NA,NA
insects,2017,128,75,0.3694581280788177,1.848,827,129
insects,2018,197,153,0.43714285714285717,2.139,1190,194
insects,2019,488,442,0.4752688172043011,2.220,1925,447
insects,2020,883,752,0.4599388379204893,2.769,3936,883
insects,2021,1163,723,0.38335100742311773,3.141,7323,1100
insects,2022,1173,898,0.4336069531627233,NA,NA,NA
insects,2023,105,69,0.39655172413793105,NA,NA,NA
ijerph,2012,306,69,0.184,NA,NA,NA
ijerph,2013,454,584,0.5626204238921002,NA,NA,NA
ijerph,2014,779,774,0.4983902124919511,NA,NA,NA
ijerph,2015,1090,1245,0.5331905781584583,NA,NA,NA
ijerph,2016,1210,1591,0.5680114244912531,2.101,9250,1220
ijerph,2017,1624,2194,0.5746464117338921,2.145,13242,1568
ijerph,2018,2961,3704,0.5557389347336834,2.468,20692,2843
ijerph,2019,5359,6029,0.5294169301018616,2.849,31937,5093
ijerph,2020,9572,11469,0.5450786559574164,3.390,66102,9428
ijerph,2021,13611,11078,0.44870185102677307,4.614,123105,13064
ijerph,2022,17445,14393,0.45206985363402225,NA,NA,NA
ijerph,2023,1818,1643,0.4747182895117018,NA,NA,NA
ijms,2012,1082,221,0.1696085955487337,NA,NA,NA
ijms,2013,1367,1586,0.5370809346427362,NA,NA,NA
ijms,2014,1435,2084,0.5922136970730321,NA,NA,NA
ijms,2015,1743,2956,0.6290700148967866,NA,NA,NA
ijms,2016,2166,3821,0.638216134959078,3.226,25928,2117
ijms,2017,2807,4869,0.6343147472642001,3.687,37071,2727
ijms,2018,4159,6440,0.607604490989716,4.183,53148,4065
ijms,2019,6536,9737,0.5983531002273705,4.556,77288,6273
ijms,2020,9868,12283,0.5545122116383008,5.924,139463,9611
ijms,2021,13760,13864,0.5018824210831161,6.208,211519,13382
ijms,2022,16482,17198,0.5106294536817102,NA,NA,NA
ijms,2023,1982,1641,0.45293955285674853,NA,NA,NA
ijgi,2013,58,62,0.5166666666666667,NA,NA,NA
ijgi,2014,80,77,0.49044585987261147,NA,NA,NA
ijgi,2015,140,185,0.5692307692307692,NA,NA,NA
ijgi,2016,251,446,0.6398852223816356,1.502,552,243
ijgi,2017,409,522,0.560687432867884,1.723,1183,401
ijgi,2018,499,784,0.6110678098207326,1.840,2196,476
ijgi,2019,589,1168,0.6647694934547524,2.239,3730,514
ijgi,2020,761,1373,0.6433926897844423,2.899,6433,748
ijgi,2021,857,1321,0.6065197428833793,3.099,9360,819
ijgi,2022,610,1346,0.6881390593047034,NA,NA,NA
ijgi,2023,35,106,0.75177304964539,NA,NA,NA
jcdd,2013,1,1,0.5,NA,NA,NA
jcdd,2014,18,6,0.25,NA,NA,NA
jcdd,2015,21,12,0.36363636363636365,NA,NA,NA
jcdd,2016,34,14,0.2916666666666667,NA,NA,NA
jcdd,2017,25,21,0.45652173913043476,NA,NA,NA
jcdd,2018,62,69,0.5267175572519084,NA,NA,NA
jcdd,2019,40,28,0.4117647058823529,NA,NA,NA
jcdd,2020,59,42,0.4158415841584158,3.948,689,57
jcdd,2021,196,227,0.5366430260047281,4.415,1001,182
jcdd,2022,470,582,0.5532319391634981,NA,NA,NA
jcdd,2023,47,103,0.6866666666666666,NA,NA,NA
jcm,2013,23,22,0.4888888888888889,NA,NA,NA
jcm,2014,99,64,0.39263803680981596,NA,NA,NA
jcm,2015,120,74,0.38144329896907214,NA,NA,NA
jcm,2016,116,98,0.45794392523364486,NA,NA,NA
jcm,2017,118,89,0.42995169082125606,5.583,1673,116
jcm,2018,597,1842,0.7552275522755227,5.688,2315,560
jcm,2019,2315,4951,0.6813927883292045,3.303,5214,2181
jcm,2020,4143,6135,0.5969060128429655,4.242,21503,4015
jcm,2021,6095,5604,0.47901530045303015,4.964,41038,5813
jcm,2022,7641,6069,0.4426695842450766,NA,NA,NA
jcm,2023,798,862,0.519277108433735,NA,NA,NA
jof,2014,1,9,0.9,NA,NA,NA
jof,2015,29,25,0.46296296296296297,NA,NA,NA
jof,2016,30,40,0.5714285714285714,NA,NA,NA
jof,2017,75,72,0.4897959183673469,NA,NA,NA
jof,2018,138,168,0.5490196078431373,NA,NA,NA
jof,2019,124,94,0.43119266055045874,4.621,1191,113
jof,2020,395,381,0.49097938144329895,5.816,2642,377
jof,2021,1127,793,0.41302083333333334,5.724,5895,1063
jof,2022,1338,1030,0.43496621621621623,NA,NA,NA
jof,2023,122,73,0.37435897435897436,NA,NA,NA
jmse,2013,3,16,0.8421052631578947,NA,NA,NA
jmse,2014,34,24,0.41379310344827586,NA,NA,NA
jmse,2015,80,81,0.5031055900621118,NA,NA,NA
jmse,2016,83,40,0.3252032520325203,NA,NA,NA
jmse,2017,62,23,0.27058823529411763,NA,NA,NA
jmse,2018,160,93,0.3675889328063241,1.732,499,154
jmse,2019,484,491,0.5035897435897436,2.033,1018,460
jmse,2020,1057,944,0.47176411794102946,2.458,2763,1023
jmse,2021,1471,1184,0.44595103578154427,2.744,6037,1406
jmse,2022,2053,1358,0.39812371738493113,NA,NA,NA
jmse,2023,239,117,0.32865168539325845,NA,NA,NA
jpm,2012,21,1,0.045454545454545456,NA,NA,NA
jpm,2013,18,13,0.41935483870967744,NA,NA,NA
jpm,2014,28,13,0.3170731707317073,NA,NA,NA
jpm,2015,34,22,0.39285714285714285,NA,NA,NA
jpm,2016,20,13,0.3939393939393939,NA,NA,NA
jpm,2017,22,19,0.4634146341463415,NA,NA,NA
jpm,2018,44,28,0.3888888888888889,NA,NA,NA
jpm,2019,52,59,0.5315315315315315,4.433,617,50
jpm,2020,319,361,0.5308823529411765,4.945,1071,283
jpm,2021,1382,974,0.4134125636672326,3.508,2964,1334
jpm,2022,2169,1082,0.3328206705629037,NA,NA,NA
jpm,2023,181,119,0.39666666666666667,NA,NA,NA
land,2013,39,29,0.4264705882352941,NA,NA,NA
land,2014,59,49,0.4537037037037037,NA,NA,NA
land,2015,53,44,0.4536082474226804,NA,NA,NA
land,2016,47,42,0.47191011235955055,NA,NA,NA
land,2017,90,65,0.41935483870967744,NA,NA,NA
land,2018,165,116,0.4128113879003559,NA,NA,NA
land,2019,197,268,0.5763440860215053,2.429,807,188
land,2020,559,1139,0.6707891637220259,3.398,2389,526
land,2021,1438,1787,0.5541085271317829,3.905,5700,1358
land,2022,2420,2810,0.5372848948374761,NA,NA,NA
land,2023,250,268,0.5173745173745173,NA,NA,NA
life,2012,16,4,0.2,NA,NA,NA
life,2013,32,7,0.1794871794871795,NA,NA,NA
life,2014,60,26,0.3023255813953488,NA,NA,NA
life,2015,87,47,0.35074626865671643,NA,NA,NA
life,2016,42,12,0.2222222222222222,NA,NA,NA
life,2017,52,35,0.40229885057471265,NA,NA,NA
life,2018,67,31,0.3163265306122449,NA,NA,NA
life,2019,84,63,0.42857142857142855,2.991,1264,77
life,2020,387,553,0.5882978723404255,3.817,1851,363
life,2021,1471,1384,0.48476357267950965,3.253,3944,1389
life,2022,2217,1927,0.4650096525096525,NA,NA,NA
life,2023,276,267,0.49171270718232046,NA,NA,NA
lubricants,2013,8,3,0.2727272727272727,NA,NA,NA
lubricants,2014,15,9,0.375,NA,NA,NA
lubricants,2015,40,25,0.38461538461538464,NA,NA,NA
lubricants,2016,39,18,0.3157894736842105,NA,NA,NA
lubricants,2017,48,19,0.2835820895522388,NA,NA,NA
lubricants,2018,111,61,0.3546511627906977,NA,NA,NA
lubricants,2019,114,32,0.2191780821917808,NA,NA,NA
lubricants,2020,108,36,0.25,NA,NA,NA
lubricants,2021,124,29,0.1895424836601307,NA,NA,NA
lubricants,2022,377,167,0.3069852941176471,NA,NA,NA
lubricants,2023,45,18,0.2857142857142857,NA,NA,NA
machines,2013,8,7,0.4666666666666667,NA,NA,NA
machines,2014,15,17,0.53125,NA,NA,NA
machines,2015,22,27,0.5510204081632653,NA,NA,NA
machines,2016,23,21,0.4772727272727273,NA,NA,NA
machines,2017,33,6,0.15384615384615385,NA,NA,NA
machines,2018,65,84,0.5637583892617449,NA,NA,NA
machines,2019,79,88,0.5269461077844312,NA,NA,NA
machines,2020,90,110,0.55,2.428,590,86
machines,2021,400,410,0.5061728395061729,2.899,1133,369
machines,2022,1260,1543,0.5504816268283982,NA,NA,NA
machines,2023,145,122,0.45692883895131087,NA,NA,NA
marinedrugs,2012,196,24,0.10909090909090909,NA,NA,NA
marinedrugs,2013,315,200,0.3883495145631068,NA,NA,NA
marinedrugs,2014,347,260,0.42833607907743,NA,NA,NA
marinedrugs,2015,384,272,0.4146341463414634,NA,NA,NA
marinedrugs,2016,231,163,0.4137055837563452,3.503,6693,232
marinedrugs,2017,391,267,0.40577507598784196,4.379,8753,390
marinedrugs,2018,535,475,0.47029702970297027,3.772,11032,515
marinedrugs,2019,726,550,0.43103448275862066,4.073,14344,708
marinedrugs,2020,640,611,0.48840927258193445,5.118,21622,646
marinedrugs,2021,742,673,0.4756183745583039,6.085,25936,686
marinedrugs,2022,785,512,0.39475713184271394,NA,NA,NA
marinedrugs,2023,66,46,0.4107142857142857,NA,NA,NA
materials,2013,364,517,0.58683314415437,NA,NA,NA
materials,2014,462,582,0.5574712643678161,NA,NA,NA
materials,2015,593,759,0.5613905325443787,NA,NA,NA
materials,2016,1036,1320,0.56027164685908315,2.654,8140,1019
materials,2017,1491,1705,0.5334793491864831,2.467,12001,1443
materials,2018,2654,2878,0.5202458423716558,2.972,18764,2583
materials,2019,4285,3927,0.4782026302971262,3.057,29300,4207
materials,2020,5856,3722,0.3885988724159532,3.623,52459,5758
materials,2021,8040,3132,0.280343716433942,3.748,78439,7713
materials,2022,9184,3769,0.29097506369180887,NA,NA,NA
materials,2023,849,462,0.3524027459954233,NA,NA,NA
mathematics,2013,10,27,0.7297297297297297,NA,NA,NA
mathematics,2014,13,50,0.7936507936507936,NA,NA,NA
mathematics,2015,62,91,0.5947712418300654,NA,NA,NA
mathematics,2016,69,311,0.8184210526315789,NA,NA,NA
mathematics,2017,86,126,0.5943396226415094,NA,NA,NA
mathematics,2018,368,989,0.7288135593220338,1.105,377,331
mathematics,2019,1248,3162,0.7170068027210884,1.747,1647,1234
mathematics,2020,2307,5243,0.6944370860927153,2.258,5424,2247
mathematics,2021,3366,4493,0.5717012342537219,2.592,12448,3288
mathematics,2022,4931,7330,0.5978305195334801,NA,NA,NA
mathematics,2023,508,696,0.5780730897009967,NA,NA,NA
medicina,2018,122,787,0.8657865786578658,1.467,1031,109
medicina,2019,799,1766,0.6884990253411306,1.205,1446,779
medicina,2020,742,1527,0.6729836932569414,2.430,3761,708
medicina,2021,1422,1942,0.5772889417360285,2.948,6717,1372
medicina,2022,1911,2280,0.5440229062276306,NA,NA,NA
medicina,2023,183,396,0.6839378238341969,NA,NA,NA
membranes,2013,29,21,0.42,NA,NA,NA
membranes,2014,41,9,0.18,NA,NA,NA
membranes,2015,57,20,0.2597402597402597,NA,NA,NA
membranes,2016,53,12,0.18461538461538463,NA,NA,NA
membranes,2017,69,14,0.1686746987951807,NA,NA,NA
membranes,2018,137,24,0.14906832298136646,NA,NA,NA
membranes,2019,176,49,0.21777777777777776,3.094,882,169
membranes,2020,464,157,0.2528180354267311,4.106,3130,440
membranes,2021,1033,343,0.2492732558139535,4.562,6109,953
membranes,2022,1278,371,0.22498483929654337,NA,NA,NA
membranes,2023,122,33,0.2129032258064516,NA,NA,NA
metabolites,2013,62,10,0.1388888888888889,NA,NA,NA
metabolites,2014,55,7,0.11290322580645161,NA,NA,NA
metabolites,2015,39,16,0.2909090909090909,NA,NA,NA
metabolites,2016,48,8,0.14285714285714285,NA,NA,NA
metabolites,2017,66,13,0.16455696202531644,NA,NA,NA
metabolites,2018,98,45,0.3146853146853147,3.303,1334,92
metabolites,2019,322,151,0.3192389006342495,4.097,1886,304
metabolites,2020,525,419,0.4438559322033898,4.932,3956,507
metabolites,2021,894,533,0.373510861948143,5.581,7235,866
metabolites,2022,1333,872,0.39546485260770975,NA,NA,NA
metabolites,2023,149,154,0.5082508250825083,NA,NA,NA
metals,2012,40,NA,NA,NA,NA,NA
metals,2013,18,11,0.3793103448275862,NA,NA,NA
metals,2014,42,25,0.373134328358209,NA,NA,NA
metals,2015,166,173,0.5103244837758112,NA,NA,NA
metals,2016,327,334,0.5052950075642966,1.984,566,321
metals,2017,587,718,0.55019157088122606,1.704,1317,559
metals,2018,1093,1204,0.5241619503700479,2.259,3234,1057
metals,2019,1394,1303,0.4831294030404153,2.117,5708,1332
metals,2020,1709,1373,0.445489941596366,2.351,10030,1657
metals,2021,2063,946,0.3143901628447989,2.695,15992,1985
metals,2022,2210,846,0.2768324607329843,NA,NA,NA
metals,2023,203,83,0.2902097902097902,NA,NA,NA
micromachines,2013,32,14,0.30434782608695654,NA,NA,NA
micromachines,2014,104,62,0.37349397590361444,NA,NA,NA
micromachines,2015,132,149,0.5302491103202847,NA,NA,NA
micromachines,2016,241,120,0.33240997229916897,1.833,760,232
micromachines,2017,376,160,0.29850746268656714,2.222,1527,353
micromachines,2018,692,373,0.3502347417840376,2.426,2708,662
micromachines,2019,915,431,0.3202080237741456,2.524,4682,856
micromachines,2020,1119,432,0.27852998065764023,2.891,8165,1094
micromachines,2021,1630,689,0.2971108236308754,3.523,13003,1541
micromachines,2022,2305,1065,0.31602373887240354,NA,NA,NA
micromachines,2023,246,114,0.31666666666666665,NA,NA,NA
microorganisms,2013,14,19,0.5757575757575758,NA,NA,NA
microorganisms,2014,8,30,0.7894736842105263,NA,NA,NA
microorganisms,2015,51,52,0.5048543689320388,NA,NA,NA
microorganisms,2016,48,30,0.38461538461538464,NA,NA,NA
microorganisms,2017,82,25,0.2336448598130841,NA,NA,NA
microorganisms,2018,132,84,0.3888888888888889,4.167,731,123
microorganisms,2019,774,526,0.4046153846153846,4.152,1639,696
microorganisms,2020,2074,2136,0.5073634204275534,4.128,6458,2023
microorganisms,2021,2634,2401,0.4768619662363456,4.926,18172,2551
microorganisms,2022,2537,2344,0.4802294611759885,NA,NA,NA
microorganisms,2023,253,198,0.43902439024390244,NA,NA,NA
minerals,2012,27,2,0.06896551724137931,NA,NA,NA
minerals,2013,24,8,0.25,NA,NA,NA
minerals,2014,41,18,0.3050847457627119,NA,NA,NA
minerals,2015,55,99,0.6428571428571429,NA,NA,NA
minerals,2016,132,190,0.5900621118012422,2.088,344,130
minerals,2017,255,644,0.7163515016685206,1.835,646,247
minerals,2018,618,874,0.5857908847184986,2.250,1562,590
minerals,2019,812,1021,0.5570103655210038,2.380,3404,774
minerals,2020,1147,1091,0.4874888293118856,2.644,5856,1121
minerals,2021,1454,901,0.3825902335456476,2.818,9950,1371
minerals,2022,1647,1095,0.3993435448577681,NA,NA,NA
minerals,2023,141,84,0.37333333333333335,NA,NA,NA
molecules,2012,1065,110,0.09361702127659574,NA,NA,NA
molecules,2013,1012,1197,0.5418741511996379,NA,NA,NA
molecules,2014,1302,1172,0.4737267582861762,NA,NA,NA
molecules,2015,1385,1538,0.5261717413616148,NA,NA,NA
molecules,2016,1769,1645,0.48183948447568836,2.861,23361,1720
molecules,2017,2278,2111,0.4809751651856915,3.098,31047,2223
molecules,2018,3446,3396,0.4963460976322713,3.060,39342,3348
molecules,2019,4667,5567,0.5439710768028142,3.267,53982,4583
molecules,2020,6060,6036,0.4990079365079365,4.412,88969,5980
molecules,2021,7790,4915,0.3868555686737505,4.927,128386,7528
molecules,2022,9144,5351,0.36916177992411175,NA,NA,NA
molecules,2023,1032,640,0.3827751196172249,NA,NA,NA
nanomaterials,2013,40,41,0.5061728395061729,NA,NA,NA
nanomaterials,2014,54,35,0.39325842696629215,NA,NA,NA
nanomaterials,2015,136,215,0.6125356125356125,NA,NA,NA
nanomaterials,2016,245,457,0.6509971509971509,3.553,1174,232
nanomaterials,2017,471,458,0.4930032292787944,3.504,2160,453
nanomaterials,2018,1101,1015,0.47967863894139884,4.034,4955,1058
nanomaterials,2019,1829,2176,0.5433208489388265,4.324,10911,1774
nanomaterials,2020,2572,2027,0.44074798869319415,5.076,23676,2531
nanomaterials,2021,3537,2327,0.3968281036834925,5.719,40452,3379
nanomaterials,2022,4540,2446,0.3501288290867449,NA,NA,NA
nanomaterials,2023,393,182,0.3165217391304348,NA,NA,NA
nutrients,2013,313,258,0.45183887915936954,NA,NA,NA
nutrients,2014,362,336,0.4813753581661891,NA,NA,NA
nutrients,2015,620,654,0.5133437990580848,NA,NA,NA
nutrients,2016,840,832,0.49760765550239233,3.550,7118,794
nutrients,2017,1383,1266,0.47791619479048697,4.196,12031,1325
nutrients,2018,2050,2028,0.49730259931338894,4.171,19332,1984
nutrients,2019,3123,3094,0.4976676853788001,4.546,32094,2977
nutrients,2020,3938,4232,0.5179926560587516,5.719,60551,3776
nutrients,2021,4629,4229,0.4774215398509822,6.706,94032,4430
nutrients,2022,5405,4871,0.47401712728688206,NA,NA,NA
nutrients,2023,521,536,0.5070955534531694,NA,NA,NA
pathogens,2013,36,16,0.3076923076923077,NA,NA,NA
pathogens,2014,53,10,0.15873015873015872,NA,NA,NA
pathogens,2015,52,17,0.2463768115942029,NA,NA,NA
pathogens,2016,69,26,0.2736842105263158,NA,NA,NA
pathogens,2017,70,22,0.2391304347826087,NA,NA,NA
pathogens,2018,95,31,0.24603174603174602,3.405,1166,97
pathogens,2019,336,219,0.3945945945945946,3.018,1506,297
pathogens,2020,1069,811,0.43138297872340425,3.492,4177,1056
pathogens,2021,1673,961,0.3648443432042521,4.531,9479,1602
pathogens,2022,1578,931,0.37106416899163014,NA,NA,NA
pathogens,2023,158,125,0.4416961130742049,NA,NA,NA
pharmaceuticals,2013,77,15,0.16304347826086957,NA,NA,NA
pharmaceuticals,2014,53,11,0.171875,NA,NA,NA
pharmaceuticals,2015,44,26,0.37142857142857144,NA,NA,NA
pharmaceuticals,2016,82,30,0.26785714285714285,NA,NA,NA
pharmaceuticals,2017,95,48,0.3356643356643357,NA,NA,NA
pharmaceuticals,2018,138,72,0.34285714285714286,NA,NA,NA
pharmaceuticals,2019,189,133,0.41304347826086957,4.286,3357,176
pharmaceuticals,2020,512,718,0.583739837398374,5.863,5462,478
pharmaceuticals,2021,1360,1256,0.4801223241590214,5.215,9157,1309
pharmaceuticals,2022,1603,1466,0.47768002606712284,NA,NA,NA
pharmaceuticals,2023,151,194,0.5623188405797102,NA,NA,NA
pharmaceutics,2012,43,6,0.12244897959183673,NA,NA,NA
pharmaceutics,2013,35,24,0.4067796610169492,NA,NA,NA
pharmaceutics,2014,36,16,0.3076923076923077,NA,NA,NA
pharmaceutics,2015,37,19,0.3392857142857143,NA,NA,NA
pharmaceutics,2016,38,26,0.40625,NA,NA,NA
pharmaceutics,2017,59,47,0.44339622641509435,3.746,992,57
pharmaceutics,2018,294,258,0.4673913043478261,4.773,1482,285
pharmaceutics,2019,707,661,0.483187134502924,4.421,3227,682
pharmaceutics,2020,1270,1018,0.44493006993006995,6.321,9731,1213
pharmaceutics,2021,2242,1808,0.44641975308641973,6.525,19762,2132
pharmaceutics,2022,2906,2823,0.49275615290626634,NA,NA,NA
pharmaceutics,2023,324,335,0.5083459787556904,NA,NA,NA
photonics,2014,40,30,0.42857142857142855,NA,NA,NA
photonics,2015,84,30,0.2631578947368421,NA,NA,NA
photonics,2016,62,39,0.38613861386138615,NA,NA,NA
photonics,2017,50,30,0.375,NA,NA,NA
photonics,2018,60,22,0.2682926829268293,NA,NA,NA
photonics,2019,131,113,0.46311475409836067,2.140,396,124
photonics,2020,137,103,0.42916666666666664,2.676,971,129
photonics,2021,607,270,0.30786773090079816,2.536,1529,573
photonics,2022,1026,348,0.25327510917030566,NA,NA,NA
photonics,2023,106,44,0.29333333333333333,NA,NA,NA
plants,2013,43,31,0.4189189189189189,NA,NA,NA
plants,2014,35,21,0.375,NA,NA,NA
plants,2015,39,22,0.36065573770491804,NA,NA,NA
plants,2016,45,37,0.45121951219512196,NA,NA,NA
plants,2017,64,51,0.4434782608695652,NA,NA,NA
plants,2018,117,92,0.44019138755980863,2.632,564,108
plants,2019,659,892,0.5751128304319794,2.762,1351,611
plants,2020,1837,2250,0.550526058233423,3.935,5622,1790
plants,2021,2873,2779,0.49168435951875444,4.658,16001,2745
plants,2022,3642,3374,0.4809007981755986,NA,NA,NA
plants,2023,456,363,0.4432234432234432,NA,NA,NA
polymers,2013,63,62,0.496,NA,NA,NA
polymers,2014,159,121,0.43214285714285716,NA,NA,NA
polymers,2015,154,222,0.5904255319148937,NA,NA,NA
polymers,2016,443,305,0.4077540106951872,3.364,2890,438
polymers,2017,762,442,0.36710963455149503,2.935,4549,725
polymers,2018,1430,953,0.39991607217792696,3.164,7759,1407
polymers,2019,2129,1812,0.4597817812737884,3.426,14006,2111
polymers,2020,3160,1778,0.360064803564196,4.329,27637,3030
polymers,2021,4491,1789,0.2848726114649682,4.967,48436,4374
polymers,2022,5625,2179,0.2792157867760123,NA,NA,NA
polymers,2023,518,275,0.3467843631778058,NA,NA,NA
processes,2012,1,1,0.5,NA,NA,NA
processes,2013,19,8,0.2962962962962963,NA,NA,NA
processes,2014,42,14,0.25,NA,NA,NA
processes,2015,42,17,0.288135593220339,NA,NA,NA
processes,2016,55,18,0.2465753424657534,NA,NA,NA
processes,2017,84,26,0.23636363636363636,1.279,290,39
processes,2018,280,462,0.6226415094339622,1.963,611,261
processes,2019,992,1394,0.584241408214585,2.753,1918,950
processes,2020,1730,1789,0.5083830633702756,2.847,5319,1657
processes,2021,2293,1081,0.3203912270302312,3.352,12177,2198
processes,2022,2782,1484,0.34786685419596813,NA,NA,NA
processes,2023,312,154,0.33047210300429186,NA,NA,NA
remotesensing,2013,341,396,0.5373134328358209,NA,NA,NA
remotesensing,2014,584,835,0.5884425651867512,NA,NA,NA
remotesensing,2015,788,1173,0.5981642019377869,NA,NA,NA
remotesensing,2016,1035,1492,0.5904234269885239,3.244,8883,1016
remotesensing,2017,1364,1953,0.5887850467289719,3.406,13600,1314
remotesensing,2018,2082,3239,0.6087201653824469,4.118,23567,2030
remotesensing,2019,3104,4657,0.6000515397500322,4.509,36083,2987
remotesensing,2020,4203,4702,0.5280179674340258,4.848,56704,4093
remotesensing,2021,5237,5329,0.5043535869770963,5.349,84613,5119
remotesensing,2022,6479,7798,0.5461931778384814,NA,NA,NA
remotesensing,2023,573,729,0.5599078341013825,NA,NA,NA
sensors,2012,966,102,0.09550561797752809,NA,NA,NA
sensors,2013,973,1168,0.5455394675385334,NA,NA,NA
sensors,2014,1279,1432,0.5282183696053117,NA,NA,NA
sensors,2015,1666,2326,0.5826653306613226,NA,NA,NA
sensors,2016,2237,2711,0.5478981406628941,2.677,23901,2190
sensors,2017,2982,3937,0.5690128631305101,2.475,31941,2945
sensors,2018,4528,5662,0.5556427870461237,3.031,46222,4481
sensors,2019,5710,7415,0.564952380952381,3.275,63306,5528
sensors,2020,7333,8449,0.5353567355214802,3.576,90813,7276
sensors,2021,8601,5713,0.3991197429090401,3.847,125459,8332
sensors,2022,10149,6835,0.40243758831841736,NA,NA,NA
sensors,2023,1111,636,0.3640526617057813,NA,NA,NA
separations,2013,2,18,0.9,NA,NA,NA
separations,2014,15,20,0.5714285714285714,NA,NA,NA
separations,2015,40,29,0.42028985507246375,NA,NA,NA
separations,2016,34,20,0.37037037037037035,NA,NA,NA
separations,2017,39,7,0.15217391304347827,NA,NA,NA
separations,2018,57,14,0.19718309859154928,NA,NA,NA
separations,2019,58,13,0.18309859154929578,1.900,240,54
separations,2020,76,51,0.4015748031496063,2.777,530,70
separations,2021,255,209,0.4504310344827586,3.344,837,242
separations,2022,466,206,0.30654761904761907,NA,NA,NA
separations,2023,71,54,0.432,NA,NA,NA
sustainability,2013,297,144,0.32653061224489793,NA,NA,NA
sustainability,2014,516,630,0.5497382198952879,NA,NA,NA
sustainability,2015,861,1404,0.6198675496688741,NA,NA,NA
sustainability,2016,1363,2245,0.6222283813747228,1.789,4488,1331
sustainability,2017,2404,3926,0.620221169036335,2.075,8904,2346
sustainability,2018,4958,7724,0.6090521999684593,2.592,20022,4814
sustainability,2019,7414,12741,0.6321508310592905,2.576,35095,7184
sustainability,2020,10690,17279,0.6177911258893776,3.251,71638,10570
sustainability,2021,14185,15449,0.5213268542889924,3.889,130266,13769
sustainability,2022,17394,16537,0.48737143025551855,NA,NA,NA
sustainability,2023,1801,1578,0.4670020716188221,NA,NA,NA
symmetry,2013,12,14,0.5384615384615384,NA,NA,NA
symmetry,2014,54,59,0.5221238938053098,NA,NA,NA
symmetry,2015,113,145,0.562015503875969,NA,NA,NA
symmetry,2016,162,186,0.5344827586206896,1.457,505,154
symmetry,2017,331,745,0.6923791821561338,1.256,777,322
symmetry,2018,791,1529,0.659051724137931,2.143,2097,769
symmetry,2019,1565,3049,0.6608149111400087,2.645,4888,1517
symmetry,2020,2124,3455,0.6192866105036745,2.713,9999,2090
