journal,dates
sensors,Gabriel Oliver-Codina
sensors,Nuno Gracias
sensors,1 Oct 2016
sensors,Giovanni Sparacino
sensors,J. Hans DeVries
sensors,15 Oct 2016
sensors,Alex Casson
sensors,15 Oct 2016
sensors,Mianxiong Dong
sensors,Zhi Liu
sensors,Didier El Baz
sensors,31 Oct 2016
sensors,31 Oct 2016
sensors,31 Oct 2016
sensors,Woosuck Shin
sensors,Toshio Itoh
sensors,31 Oct 2016
sensors,31 Oct 2016
sensors,31 Oct 2016
sensors,31 Oct 2016
sensors,Laura M. Lechuga
sensors,31 Oct 2016
sensors,Daniel Teichmann
sensors,31 Oct 2016
sensors,Haitao Li
sensors,Yuning Yang
sensors,31 Oct 2016
sensors,15 Nov 2016
sensors,15 Nov 2016
sensors,20 Nov 2016
sensors,30 Nov 2016
sensors,Stella Vallejos
sensors,30 Nov 2016
sensors,Yuji Murakami
sensors,30 Nov 2016
sensors,Muhammad Imran
sensors,Thaier Hayajneh
sensors,15 Dec 2016
sensors,Wei Wang
sensors,Waleed Ejaz
sensors,15 Dec 2016
sensors,Christophe Caucheteur
sensors,15 Dec 2016
sensors,Felipe Gonzalez Toro
sensors,31 Dec 2016
sensors,31 Dec 2016
sensors,Jesse Greener
sensors,31 Dec 2016
sensors,Ansgar Trächtler
sensors,Berend Denkena
sensors,31 Jan 2017
sensors,Gizem Ertürk
sensors,31 Jan 2017
sensors,31 Jan 2017
sensors,31 Jan 2017
sensors,Jae-Won Choi
sensors,Erik D. Engeberg
sensors,15 Feb 2017
sensors,15 Feb 2017
sensors,28 Feb 2017
sensors,Steeve Reisberg
sensors,28 Feb 2017
sensors,Masateru Taniguchi
sensors,28 Feb 2017
sensors,Hemant Ghayvat
sensors,Nagender Kumar Suryadevara
sensors,28 Feb 2017
sensors,28 Feb 2017
sensors,Ruqiang Yan
sensors,15 Mar 2017
sensors,31 Mar 2017
sensors,31 Mar 2017
sensors,Aleksandar D. Rakić
sensors,Santiago Royo
sensors,31 Mar 2017
sensors,31 Mar 2017
sensors,Giancarlo Fortino
sensors,Hassan Ghasemzadeh
sensors,Wenfeng Li
sensors,Yin Zhang
sensors,Luca Benini
sensors,31 Mar 2017
sensors,Cheng Wang
sensors,Julian Smit
sensors,31 Mar 2017
sensors,Manuel Gasulla
sensors,31 Mar 2017
sensors,31 Mar 2017
sensors,31 Mar 2017
sensors,1 Apr 2017
sensors,30 Apr 2017
sensors,Timothy M. Swager
sensors,Katherine Mirica
sensors,30 Apr 2017
sensors,Zhipeng Cai
sensors,30 Apr 2017
sensors,Massimo Menenti
sensors,30 Apr 2017
sensors,30 Apr 2017
sensors,1 May 2017
sensors,1 May 2017
sensors,Junichi Anzai
sensors,15 May 2017
sensors,20 May 2017
sensors,Xiaoning Jiang
sensors,Chao Zhang
sensors,30 May 2017
sensors,Stephane Evoy
sensors,31 May 2017
sensors,Cheng-Chi Wang
sensors,Ming-Tsang Lee
sensors,31 May 2017
sensors,Sebastian Wachsmann-Hogiu
sensors,31 May 2017
sensors,Nathan Wittenberg
sensors,Sang-Hyun Oh
sensors,31 May 2017
sensors,Yong Liu
sensors,31 May 2017
sensors,Francesco Ciucci
sensors,Thomas B. Messervey
sensors,31 May 2017
sensors,31 May 2017
sensors,Carlos Domínguez
sensors,Xavier Muñoz-Berbel
sensors,Pascual Muñoz Muñoz
sensors,30 Jun 2017
sensors,Weipeng Xuan
sensors,30 Jun 2017
sensors,Tae-il Kim
sensors,30 Jun 2017
sensors,30 Jun 2017
sensors,Yuanyuan Yang
sensors,Songtao Guo
sensors,30 Jun 2017
sensors,Shawn (Shixiong) Hu
sensors,30 Jun 2017
sensors,Ge Chen
sensors,30 Jun 2017
sensors,31 Jul 2017
sensors,31 Jul 2017
sensors,Paolo Scopece
sensors,Paolo Ugo
sensors,31 Jul 2017
sensors,Weizhe Zhang
sensors,Sabah Mohammed
sensors,30 Aug 2017
sensors,31 Aug 2017
sensors,31 Aug 2017
sensors,Nian X. Sun
sensors,Ming Liu
sensors,Menghui Li
sensors,31 Aug 2017
sensors,Davide Brunelli
sensors,31 Aug 2017
sensors,Evangelos Hristoforou
sensors,Dimitrios Vlachos
sensors,31 Aug 2017
sensors,Dixian Zhao
sensors,Mario Collotta
sensors,31 Aug 2017
sensors,Edward Sazonov
sensors,1 Sep 2017
sensors,Huajun Tang
sensors,Wenbin Wu
sensors,Yun Shi
sensors,15 Sep 2017
sensors,Shuli Sun
sensors,Hong Wei
sensors,15 Sep 2017
sensors,20 Sep 2017
sensors,Aimé Lay-Ekuakille
sensors,30 Sep 2017
sensors,Elias N. Zois
sensors,30 Sep 2017
sensors,Sangyoun Lee
sensors,Euntai Kim
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,Gang Logan Liu
sensors,30 Sep 2017
sensors,Joseba Zubia Zaballa
sensors,Paulo Sérgio de Brito André
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,Bharati Tudu
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,30 Sep 2017
sensors,Allison Kealy
sensors,Gert F. Trommer
sensors,10 Oct 2017
sensors,Andreas Kolb
sensors,Jürgen Gall
sensors,Adrian A. Dorrington
sensors,Lee Streeter
sensors,27 Oct 2017
sensors,30 Oct 2017
sensors,Shoji Kawahito
sensors,Guy Meynants
sensors,31 Oct 2017
sensors,Hermie Hermens
sensors,Christopher Nugent
sensors,Hector Pomares
sensors,31 Oct 2017
sensors,Shoou-Jinn Chang
sensors,Teen­-Hang Meen
sensors,Stephen D. Prior
sensors,31 Oct 2017
sensors,Álvaro Hernández Alonso
sensors,Juan Jesús García Domínguez
sensors,31 Oct 2017
sensors,Wan-Young Chung
sensors,31 Oct 2017
sensors,31 Oct 2017
sensors,31 Oct 2017
sensors,1 Nov 2017
sensors,Rong Fan
sensors,5 Nov 2017
sensors,15 Nov 2017
sensors,Le Zhang
sensors,15 Nov 2017
sensors,15 Nov 2017
sensors,Yin Zhang
sensors,15 Nov 2017
sensors,15 Nov 2017
sensors,Claudio J. Oton
sensors,20 Nov 2017
sensors,Jeffrey H. Bowles
sensors,30 Nov 2017
sensors,30 Nov 2017
sensors,Jeffrey H. Bowles
sensors,30 Nov 2017
sensors,Amelie Hagelauer
sensors,Robert Weigel
sensors,30 Nov 2017
sensors,Guanling Chen
sensors,Hui Yu
sensors,30 Nov 2017
sensors,30 Nov 2017
sensors,30 Nov 2017
sensors,Nicolas Baghdadi
sensors,30 Nov 2017
sensors,30 Nov 2017
sensors,Michael James Whitcombe
sensors,10 Dec 2017
sensors,15 Dec 2017
sensors,Felipe Gonzalez Toro
sensors,15 Dec 2017
sensors,Ivan Kotov
sensors,15 Dec 2017
sensors,30 Dec 2017
sensors,31 Dec 2017
sensors,Marco Scaioni
sensors,31 Dec 2017
sensors,Chih-Yung Chang
sensors,Tzung-Shi Chen
sensors,31 Dec 2017
sensors,Gilberto Brambilla
sensors,Gerald Farrell
sensors,Pengfei Wang
sensors,31 Dec 2017
sensors,31 Dec 2017
sensors,31 Dec 2017
sensors,Zhizhong Kang
sensors,Cheng Wang
sensors,31 Dec 2017
sensors,15 Jan 2018
sensors,David Lancaster
sensors,Nicolas Riesen
sensors,15 Jan 2018
sensors,30 Jan 2018
sensors,31 Jan 2018
sensors,31 Jan 2018
sensors,Sukhan Lee
sensors,20 Feb 2018
sensors,MVS Chandrashekhar
sensors,25 Feb 2018
sensors,Elia Scudiero
sensors,28 Feb 2018
sensors,28 Feb 2018
sensors,Stanislav Zvanovec
sensors,Thavamaran Kanesan
sensors,Hyunchae Chun
sensors,28 Feb 2018
sensors,28 Feb 2018
sensors,Joshua A. Jackman
sensors,28 Feb 2018
sensors,1 Mar 2018
sensors,1 Mar 2018
sensors,Shoou-Jinn Chang
sensors,Teen­-Hang Meen
sensors,Stephen D. Prior
sensors,1 Mar 2018
sensors,15 Mar 2018
sensors,15 Mar 2018
sensors,15 Mar 2018
sensors,Teresa A. P. Rocha-Santos
sensors,30 Mar 2018
sensors,Eugenio Martinelli
sensors,30 Mar 2018
sensors,Liam T. Hall
sensors,31 Mar 2018
sensors,José Bravo
sensors,Gabriela Marín-Raventós
sensors,25 Apr 2018
sensors,27 Apr 2018
sensors,Paolo Bruschi
sensors,30 Apr 2018
sensors,30 Apr 2018
sensors,Francesco Palmieri
sensors,30 Apr 2018
sensors,30 Apr 2018
sensors,30 Apr 2018
sensors,30 Apr 2018
sensors,30 Apr 2018
sensors,15 May 2018
sensors,Kaushik Roy Chowdhury
sensors,Meenupriya Swaminathan
sensors,Anna Vizziello
sensors,15 May 2018
sensors,Thomas Schumacher
sensors,15 May 2018
sensors,15 May 2018
sensors,20 May 2018
sensors,Alessandro Freddi
sensors,20 May 2018
sensors,25 May 2018
sensors,30 May 2018
sensors,30 May 2018
sensors,30 May 2018
sensors,Hui Zhang
sensors,Nader Meskin
sensors,31 May 2018
sensors,Adeline Paiement
sensors,31 May 2018
sensors,31 May 2018
sensors,Mianxiong Dong
sensors,Jun Wu
sensors,31 May 2018
sensors,31 May 2018
sensors,Francesco Ciucci
sensors,Thomas B. Messervey
sensors,31 May 2018
sensors,31 May 2018
sensors,Mónica Huerta
sensors,31 May 2018
sensors,31 May 2018
sensors,Mohamed Helaoui
sensors,1 Jun 2018
sensors,Juan Manuel Fernández-Romero
sensors,10 Jun 2018
sensors,10 Jun 2018
sensors,15 Jun 2018
sensors,15 Jun 2018
sensors,Gerard Lachapelle
sensors,Daniele Borio
sensors,James T. Curran
sensors,15 Jun 2018
sensors,15 Jun 2018
sensors,20 Jun 2018
sensors,Angel D. Sappa
sensors,Riad I. Hammoud
sensors,20 Jun 2018
sensors,30 Jun 2018
sensors,30 Jun 2018
sensors,Sajid Hussain
sensors,30 Jun 2018
sensors,30 Jun 2018
sensors,30 Jun 2018
sensors,Mohsen Guizani
sensors,30 Jun 2018
sensors,Geunbae Lim
sensors,Hyungkook Jeon
sensors,30 Jun 2018
sensors,Cheng-Chi Wang
sensors,30 Jun 2018
sensors,30 Jun 2018
sensors,Paulo Novais
sensors,9 Jul 2018
sensors,10 Jul 2018
sensors,10 Jul 2018
sensors,Pubudu N. Pathirana
sensors,David J Szmulewicz
sensors,Malcolm Horne
sensors,15 Jul 2018
sensors,25 Jul 2018
sensors,30 Jul 2018
sensors,30 Jul 2018
sensors,30 Jul 2018
sensors,31 Jul 2018
sensors,Omprakash Kaiwartya
sensors,31 Jul 2018
sensors,Richard Yelf
sensors,Xiongyao Xie
sensors,1 Aug 2018
sensors,Carlos Angulo Barrios
sensors,15 Aug 2018
sensors,Francis Berghmans
sensors,Thomas Geernaert
sensors,30 Aug 2018
sensors,31 Aug 2018
sensors,Alessandra Piscitelli
sensors,31 Aug 2018
sensors,31 Aug 2018
sensors,31 Aug 2018
sensors,Krzysztof Komęza
sensors,31 Aug 2018
sensors,31 Aug 2018
sensors,Trong-Yen Lee 
sensors,Yu-Cheng Fan
sensors,31 Aug 2018
sensors,Heiner Stuckenschmidt
sensors,Matthias Wieland
sensors,Pascal Hirmer
sensors,31 Aug 2018
sensors,31 Aug 2018
sensors,Edward Sazonov
sensors,1 Sep 2018
sensors,15 Sep 2018
sensors,15 Sep 2018
sensors,Mianxiong Dong
sensors,15 Sep 2018
sensors,Nicolas H. Younan
sensors,20 Sep 2018
sensors,20 Sep 2018
sensors,Viviana Scognamiglio
sensors,30 Sep 2018
sensors,Dimitrios P. Nikolelis
sensors,30 Sep 2018
sensors,30 Sep 2018
sensors,30 Sep 2018
sensors,Jo Woon Chong
sensors,30 Sep 2018
sensors,Aldo Minardo
sensors,30 Sep 2018
sensors,Alberto Tosi
sensors,Alberto Gola
sensors,David Stoppa
sensors,Robert Henderson
sensors,Claudio Bruschini
sensors,30 Sep 2018
sensors,30 Sep 2018
sensors,Hye-Jung Jung
sensors,30 Sep 2018
sensors,Anura P. Jayasumana
sensors,Jun Bi
sensors,30 Sep 2018
sensors,30 Sep 2018
sensors,30 Sep 2018
sensors,Hartmut G. Roskos
sensors,Gintaras Valusis
sensors,1 Oct 2018
sensors,8 Oct 2018
sensors,12 Oct 2018
sensors,15 Oct 2018
sensors,Luca Chiaraviglio
sensors,15 Oct 2018
sensors,15 Oct 2018
sensors,Claudio Palazzi
sensors,Armir Bujari
sensors,15 Oct 2018
sensors,15 Oct 2018
sensors,Spyridon Kintzios
sensors,Georgia Moschopoulou
sensors,Sofia Mavrikou
sensors,20 Oct 2018
sensors,28 Oct 2018
sensors,Maurizio Rebaudengo
sensors,30 Oct 2018
sensors,30 Oct 2018
sensors,30 Oct 2018
sensors,31 Oct 2018
sensors,Honggang Wang
sensors,Dapeng Wu
sensors,31 Oct 2018
sensors,31 Oct 2018
sensors,31 Oct 2018
sensors,Evangelos Hristoforou
sensors,31 Oct 2018
sensors,Nuno Pereira
sensors,31 Oct 2018
sensors,Johann M. Marquez-Barja
sensors,10 Nov 2018
sensors,20 Nov 2018
sensors,Wen Wang
sensors,20 Nov 2018
sensors,Norbert Noury
sensors,Martin Černý
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,George Roussos
sensors,30 Nov 2018
sensors,Bart Braem
sensors,30 Nov 2018
sensors,Antonio Moschitta
sensors,Jörg Blankenbach
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,Eloi Figueiredo 
sensors,Francisco Javier Cara Cañas
sensors,30 Nov 2018
sensors,Fabio Babiloni
sensors,Wanzeng Kong
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,30 Nov 2018
sensors,1 Dec 2018
sensors,Ahmed Ibrahim
sensors,Tarek Youssef
sensors,1 Dec 2018
sensors,10 Dec 2018
sensors,Perla Maiolino
sensors,Giorgio Cannata
sensors,10 Dec 2018
sensors,Sébastien Ziegler
sensors,Srdjan Krčo
sensors,Latif Ladid
sensors,15 Dec 2018
sensors,Adrian Porch
sensors,Daniel R. Slocombe
sensors,15 Dec 2018
sensors,Xun Chen
sensors,15 Dec 2018
sensors,15 Dec 2018
sensors,15 Dec 2018
sensors,Silvia Soria Huguet
sensors,20 Dec 2018
sensors,20 Dec 2018
sensors,Frank Veroustraete
sensors,20 Dec 2018
sensors,Renato Seeber
sensors,22 Dec 2018
sensors,Peter W. McCarthy
sensors,Vincenzo Cascioli
sensors,30 Dec 2018
sensors,Cheonshik Kim
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,Francisco Javier Cara Cañas
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,Zongxia Jiao
sensors,Liang Yan
sensors,Christopher Gerada
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,Qingjun Zhang
sensors,Zhenhong Li
sensors,Yunkai Deng
sensors,Guisheng Liao
sensors,31 Dec 2018
sensors,Tomasz Marcin Dymerski
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,31 Dec 2018
sensors,Shancang Li
sensors,Muddesar Iqbal
sensors,31 Dec 2018
sensors,15 Jan 2019
sensors,Jesús García-Herrero
sensors,15 Jan 2019
sensors,Toktam Mahmoodi
sensors,Massimo Condoluci
sensors,Taimoor Abbas
sensors,Apostolos Kousaridas
sensors,Jesus Alonso-Zarate
sensors,18 Jan 2019
sensors,20 Jan 2019
sensors,Paul Honeine
sensors,20 Jan 2019
sensors,25 Jan 2019
sensors,Alexandre Baussard
sensors,30 Jan 2019
sensors,Oliver Hahm
sensors,30 Jan 2019
sensors,Han-Chieh Chao
sensors,Chi-Yuan Chen
sensors,30 Jan 2019
sensors,31 Jan 2019
sensors,Victoria Hodge
sensors,31 Jan 2019
sensors,Maher Assaad
sensors,Meijun Sun
sensors,31 Jan 2019
sensors,31 Jan 2019
sensors,31 Jan 2019
sensors,Ting Li
sensors,Ji-Xin Cheng
sensors,31 Jan 2019
sensors,31 Jan 2019
sensors,Oscar Reinoso Garcia
sensors,31 Jan 2019
sensors,Weidong Chen
sensors,31 Jan 2019
sensors,Juan Carlos Cano
sensors,31 Jan 2019
sensors,1 Feb 2019
sensors,Xiaoning Jiang
sensors,Jianguo Ma
sensors,1 Feb 2019
sensors,Changying (Charlie) Li
sensors,15 Feb 2019
sensors,15 Feb 2019
sensors,15 Feb 2019
sensors,Ray-Guang Cheng
sensors,15 Feb 2019
sensors,Hervé Aubert
sensors,Patrick Pons
sensors,20 Feb 2019
sensors,20 Feb 2019
sensors,Lourdes Martínez-Villaseñor
sensors,20 Feb 2019
sensors,Young Soo Suh
sensors,20 Feb 2019
sensors,Manuel Pineda-Sanchez
sensors,Martin Riera-Guasp
sensors,Ruben Puche-Panadero
sensors,Javier Martinez-Roman
sensors,20 Feb 2019
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,Paul S. Pang 
sensors,Keiichi Yasumoto
sensors,Takuya Yoshihiro
sensors,Xuyun Zhang
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,Sungjoon Lim
sensors,28 Feb 2019
sensors,28 Feb 2019
sensors,Claudio J. Oton
sensors,1 Mar 2019
sensors,Hissam Tawfik
sensors,Panos Liatsis
sensors,15 Mar 2019
sensors,15 Mar 2019
sensors,Fadi Al-Turjman
sensors,Ejaz Ahmed
sensors,15 Mar 2019
sensors,Yu-Chen Hu
sensors,15 Mar 2019
sensors,20 Mar 2019
sensors,Siu Chun Michael Ho
sensors,30 Mar 2019
sensors,Hongwei Ma
sensors,30 Mar 2019
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,Ruizhi Chen
sensors,Xiaoji Niu
sensors,Liang Chen
sensors,Yuanjin Pan
sensors,31 Mar 2019
sensors,Tomás Mateo Sanguino
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,Xianjun Deng
sensors,Xiaokang Wang
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,31 Mar 2019
sensors,Maaike Op de Beeck
sensors,Frederik Bossuyt
sensors,15 Apr 2019
sensors,20 Apr 2019
sensors,Wojciech Skierucha
sensors,21 Apr 2019
sensors,30 Apr 2019
sensors,30 Apr 2019
sensors,Jordi Llorens Calveras
sensors,30 Apr 2019
sensors,Zhongqing Su
sensors,30 Apr 2019
sensors,30 Apr 2019
sensors,30 Apr 2019
sensors,Max Little
sensors,30 Apr 2019
sensors,Linfeng Xu
sensors,10 May 2019
sensors,15 May 2019
sensors,15 May 2019
sensors,25 May 2019
sensors,30 May 2019
sensors,30 May 2019
sensors,Boudewijn R. Haverkort
sensors,Paul Havinga
sensors,31 May 2019
sensors,31 May 2019
sensors,31 May 2019
sensors,Thomas Wondrak
sensors,Chao Tan
sensors,31 May 2019
sensors,José Manuel M. M. de Almeida
sensors,31 May 2019
sensors,Francesco Ciucci
sensors,Thomas B. Messervey
sensors,31 May 2019
sensors,31 May 2019
sensors,Emilio Corchado
sensors,31 May 2019
sensors,Byung-Seo Kim
sensors,Chi Zhang
sensors,Yuanxiong Guo
sensors,Tariq Umer
sensors,31 May 2019
sensors,31 May 2019
sensors,31 May 2019
sensors,Florin Udrea
sensors,Ibraheem Haneef
sensors,31 May 2019
sensors,Manuel Graña
sensors,Michal Wozniak
sensors,Sebastian Rios
sensors,Javier De Lope Asiaín
sensors,1 Jun 2019
sensors,Craig Michie
sensors,3 Jun 2019
sensors,Alessandra Caggiano
sensors,15 Jun 2019
sensors,Wee Ser
sensors,15 Jun 2019
sensors,Chin-Feng Lai
sensors,Laurence T. Yang
sensors,Yu-Sheng Su
sensors,15 Jun 2019
sensors,Kai Yang
sensors,15 Jun 2019
sensors,15 Jun 2019
sensors,Ian McChesney
sensors,15 Jun 2019
sensors,Ruben Gonzalez Crespo
sensors,20 Jun 2019
sensors,30 Jun 2019
sensors,Guo Zhang
sensors,Bailang Yu
sensors,Xing Zhong
sensors,30 Jun 2019
sensors,Jungong Han
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,Gary R. Pickrell
sensors,Brian Risch
sensors,Daniel Homa
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,Valerio Mario Salerno
sensors,30 Jun 2019
sensors,Kang Ryoung Park
sensors,Sangyoun Lee
sensors,Euntai Kim
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,30 Jun 2019
sensors,1 Jul 2019
sensors,10 Jul 2019
sensors,15 Jul 2019
sensors,Kamal Singh
sensors,15 Jul 2019
sensors,Maysam Abbod
sensors,15 Jul 2019
sensors,Patrick Degenaar
sensors,20 Jul 2019
sensors,20 Jul 2019
sensors,Kwi-Il Park
sensors,21 Jul 2019
sensors,Pengda Hong
sensors,Andrzej Skalski
sensors,Ayman El-baz
sensors,Michalis Zervakis
sensors,Lijun Xu
sensors,Wuqiang Yang
sensors,30 Jul 2019
sensors,Yang Wei
sensors,31 Jul 2019
sensors,31 Jul 2019
sensors,31 Jul 2019
sensors,Julio Hernandez-Castro
sensors,Ana Lucila Sandoval Orozco
sensors,31 Jul 2019
sensors,Shigeru Tadano
sensors,31 Jul 2019
sensors,31 Jul 2019
sensors,31 Jul 2019
sensors,10 Aug 2019
sensors,Luca Chiaraviglio
sensors,Jinsong Wu
sensors,15 Aug 2019
sensors,15 Aug 2019
sensors,15 Aug 2019
sensors,15 Aug 2019
sensors,Alberto De la Fuente
sensors,Pau Closas
sensors,20 Aug 2019
sensors,20 Aug 2019
sensors,25 Aug 2019
sensors,30 Aug 2019
sensors,30 Aug 2019
sensors,31 Aug 2019
sensors,31 Aug 2019
sensors,Celestino Ordóñez Galán
sensors,Carlos Cabo
sensors,31 Aug 2019
sensors,31 Aug 2019
sensors,Manuel Franco-Martín
sensors,31 Aug 2019
sensors,31 Aug 2019
sensors,Joonbum Bae
sensors,31 Aug 2019
sensors,Ciprian Dobre
sensors,1 Sep 2019
sensors,Masayuki TANAKA
sensors,15 Sep 2019
sensors,Mahmoud Barhamgi
sensors,Júlio Cezar Estrella
sensors,15 Sep 2019
sensors,Giuseppe Ferri
sensors,Giorgio Pennazza
sensors,Marco Santonico
sensors,15 Sep 2019
sensors,Johanna Virkki
sensors,20 Sep 2019
sensors,Ahmed Zaki
sensors,Richard J. Vaccaro
sensors,20 Sep 2019
sensors,23 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,Emanuel Aldea
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,Wenbo Duan
sensors,30 Sep 2019
sensors,Juan V. Sánchez-Pérez
sensors,Fernando Buchón Moragues 
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,Ibrahim Abdulhalim
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,Lei Zhang
sensors,Guodong Zhao
sensors,30 Sep 2019
sensors,Toshiya Sakata
sensors,30 Sep 2019
sensors,Raimondo Schettini
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,30 Sep 2019
sensors,1 Oct 2019
sensors,15 Oct 2019
sensors,15 Oct 2019
sensors,15 Oct 2019
sensors,Andrea Abrardo
sensors,15 Oct 2019
sensors,Paul-François Paradis
sensors,30 Oct 2019
sensors,30 Oct 2019
sensors,30 Oct 2019
sensors,Laura M. Roa
sensors,Javier Reina-Tosina
sensors,30 Oct 2019
sensors,Wen-Huang Cheng
sensors,30 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,Hyongki Lee
sensors,31 Oct 2019
sensors,Sindhuja Sankaran
sensors,31 Oct 2019
sensors,Mario Collotta
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,Veronica Iacovacci
sensors,Giovanni Sparacino
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,Miguel Hernaez
sensors,31 Oct 2019
sensors,Miguel González Herráez
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,Luciano Tarricone
sensors,Jasmin Grosinger
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,31 Oct 2019
sensors,Xiaolong Zheng
sensors,1 Nov 2019
sensors,Rob Malkin
sensors,1 Nov 2019
sensors,1 Nov 2019
sensors,Viacheslav Adamchuk
sensors,Kenneth Sudduth
sensors,1 Nov 2019
sensors,15 Nov 2019
sensors,Luis Fernandez Luque
sensors,Juan Miguel Garcia-Gomez
sensors,15 Nov 2019
sensors,15 Nov 2019
sensors,Stella Vallejos Vargas
sensors,30 Nov 2019
sensors,Danh Le Phuoc
sensors,Arne Bröring
sensors,Jeff Z. Pan
sensors,30 Nov 2019
sensors,Tharek Abd Rahman
sensors,Haibo Zhang
sensors,30 Nov 2019
sensors,30 Nov 2019
sensors,Andrew Burton
sensors,Petr Chvojka
sensors,30 Nov 2019
sensors,Niko Münzenrieder
sensors,Luisa Petti
sensors,30 Nov 2019
sensors,Nikolaos Doulamis
sensors,30 Nov 2019
sensors,Dongyi Chen
sensors,Ting Zhang
sensors,Li Liu
sensors,Giancarlo Fortino
sensors,30 Nov 2019
sensors,Graziella-Liana Turdean
sensors,30 Nov 2019
sensors,30 Nov 2019
sensors,Axel Krieger
sensors,30 Nov 2019
sensors,30 Nov 2019
sensors,30 Nov 2019
sensors,Eulalia Balestrieri
sensors,30 Nov 2019
sensors,1 Dec 2019
sensors,1 Dec 2019
sensors,10 Dec 2019
sensors,15 Dec 2019
sensors,Nagender Kumar Suryadevara
sensors,15 Dec 2019
sensors,15 Dec 2019
sensors,15 Dec 2019
sensors,Eulalia Balestrieri
sensors,18 Dec 2019
sensors,Man Ho Au
sensors,Chunhua Su
sensors,20 Dec 2019
sensors,Sébastien Ziegler
sensors,Srdjan Krčo
sensors,Latif Ladid
sensors,22 Dec 2019
sensors,Aldo Minardo
sensors,30 Dec 2019
sensors,Shurong Dong
sensors,30 Dec 2019
sensors,Teen­-Hang Meen
sensors,Wenbing Zhao
sensors,31 Dec 2019
sensors,Kaoru Ota
sensors,Jun Wu
sensors,31 Dec 2019
sensors,Justin T. Baker
sensors,Yuri Ostrovsky
sensors,Silvia Serino
sensors,Daniela Villani
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Josep Lluís Berral
sensors,Lluís Gifre
sensors,31 Dec 2019
sensors,David Girbau
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Gabriel Oliver-Codina
sensors,Emmanuel G. Reynaud
sensors,Yolanda González-Cid
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Kurt Mudie
sensors,Dan Billing
sensors,Daniel Lai
sensors,31 Dec 2019
sensors,José Miguel Juan Zornoza
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Wenye Wang
sensors,Mingkui Wei
sensors,31 Dec 2019
sensors,Angelo Maria Sabatini
sensors,31 Dec 2019
sensors,Carlos Poblete-Echeverria
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Tie Qiu
sensors,Klaus Moessner
sensors,Chen Chen
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Lara De Giorgi
sensors,31 Dec 2019
sensors,31 Dec 2019
sensors,Linya Liu
sensors,Francisco Javier Cara Cañas
sensors,31 Dec 2019
sensors,Radhakrishna Prabhu
sensors,31 Dec 2019
