journal,year,volume,issue,article,SI,DOI,event,date
Biomimetics,2018,3,3,14,Normal Issue,https://doi.org/10.3390/biomimetics3030014,Revised,2018-06-08
Biomimetics,2018,3,3,14,Normal Issue,https://doi.org/10.3390/biomimetics3030014,Accepted,2018-06-17
Biomimetics,2018,3,3,14,Normal Issue,https://doi.org/10.3390/biomimetics3030014,Published,2018-06-21
Biomimetics,2018,3,3,15,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030015,Received,2018-04-30
Biomimetics,2018,3,3,15,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030015,Revised,2018-06-12
Biomimetics,2018,3,3,15,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030015,Accepted,2018-06-25
Biomimetics,2018,3,3,15,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030015,Published,2018-07-10
Biomimetics,2018,3,3,16,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030016,Received,2018-06-01
Biomimetics,2018,3,3,16,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030016,Revised,2018-07-08
Biomimetics,2018,3,3,16,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030016,Accepted,2018-07-10
Biomimetics,2018,3,3,16,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030016,Published,2018-07-13
Biomimetics,2018,3,3,17,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030017,Received,2018-05-11
Biomimetics,2018,3,3,17,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030017,Revised,2018-07-11
Biomimetics,2018,3,3,17,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030017,Accepted,2018-07-13
Biomimetics,2018,3,3,17,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030017,Published,2018-07-18
Biomimetics,2018,3,3,18,Normal Issue,https://doi.org/10.3390/biomimetics3030018,Received,2018-06-12
Biomimetics,2018,3,3,18,Normal Issue,https://doi.org/10.3390/biomimetics3030018,Revised,2018-07-16
Biomimetics,2018,3,3,18,Normal Issue,https://doi.org/10.3390/biomimetics3030018,Accepted,2018-07-19
Biomimetics,2018,3,3,18,Normal Issue,https://doi.org/10.3390/biomimetics3030018,Published,2018-07-23
Biomimetics,2018,3,3,19,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030019,Received,2018-06-16
Biomimetics,2018,3,3,19,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030019,Revised,2018-07-09
Biomimetics,2018,3,3,19,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030019,Accepted,2018-07-10
Biomimetics,2018,3,3,19,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030019,Published,2018-07-24
Biomimetics,2018,3,3,20,Normal Issue,https://doi.org/10.3390/biomimetics3030020,Received,2018-06-13
Biomimetics,2018,3,3,20,Normal Issue,https://doi.org/10.3390/biomimetics3030020,Revised,2018-07-24
Biomimetics,2018,3,3,20,Normal Issue,https://doi.org/10.3390/biomimetics3030020,Accepted,2018-07-29
Biomimetics,2018,3,3,20,Normal Issue,https://doi.org/10.3390/biomimetics3030020,Published,2018-08-01
Biomimetics,2018,3,3,21,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3030021,Received,2018-07-11
Biomimetics,2018,3,3,21,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3030021,Revised,2018-08-07
Biomimetics,2018,3,3,21,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3030021,Accepted,2018-08-08
Biomimetics,2018,3,3,21,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3030021,Published,2018-08-13
Biomimetics,2018,3,3,22,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030022,Received,2018-06-29
Biomimetics,2018,3,3,22,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030022,Revised,2018-08-01
Biomimetics,2018,3,3,22,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030022,Accepted,2018-08-02
Biomimetics,2018,3,3,22,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3030022,Published,2018-08-15
Biomimetics,2018,3,3,23,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3030023,Received,2018-07-14
Biomimetics,2018,3,3,23,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3030023,Revised,2018-08-16
Biomimetics,2018,3,3,23,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3030023,Accepted,2018-08-18
Biomimetics,2018,3,3,23,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3030023,Published,2018-08-22
Biomimetics,2018,3,3,24,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030024,Received,2018-06-10
Biomimetics,2018,3,3,24,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030024,Revised,2018-08-13
Biomimetics,2018,3,3,24,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030024,Accepted,2018-08-18
Biomimetics,2018,3,3,24,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3030024,Published,2018-09-04
Biomimetics,2018,3,3,25,Normal Issue,https://doi.org/10.3390/biomimetics3030025,Received,2018-07-29
Biomimetics,2018,3,3,25,Normal Issue,https://doi.org/10.3390/biomimetics3030025,Revised,2018-08-30
Biomimetics,2018,3,3,25,Normal Issue,https://doi.org/10.3390/biomimetics3030025,Accepted,2018-09-01
Biomimetics,2018,3,3,25,Normal Issue,https://doi.org/10.3390/biomimetics3030025,Published,2018-09-06
Biomimetics,2018,3,3,26,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3030026,Received,2018-07-31
Biomimetics,2018,3,3,26,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3030026,Revised,2018-09-05
Biomimetics,2018,3,3,26,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3030026,Accepted,2018-09-05
Biomimetics,2018,3,3,26,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3030026,Published,2018-09-13
Biomimetics,2018,3,3,27,Normal Issue,https://doi.org/10.3390/biomimetics3030027,Received,2018-08-07
Biomimetics,2018,3,3,27,Normal Issue,https://doi.org/10.3390/biomimetics3030027,Revised,2018-09-09
Biomimetics,2018,3,3,27,Normal Issue,https://doi.org/10.3390/biomimetics3030027,Accepted,2018-09-13
Biomimetics,2018,3,3,27,Normal Issue,https://doi.org/10.3390/biomimetics3030027,Published,2018-09-18
Biomimetics,2018,3,4,28,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3040028,Received,2018-07-06
Biomimetics,2018,3,4,28,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3040028,Revised,2018-07-27
Biomimetics,2018,3,4,28,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3040028,Accepted,2018-07-28
Biomimetics,2018,3,4,28,"
(This article belongs to the Special Issue Selected Papers from NanoBio&Med 2017)",https://doi.org/10.3390/biomimetics3040028,Published,2018-09-25
Biomimetics,2018,3,4,29,Normal Issue,https://doi.org/10.3390/biomimetics3040029,Received,2018-07-30
Biomimetics,2018,3,4,29,Normal Issue,https://doi.org/10.3390/biomimetics3040029,Revised,2018-09-13
Biomimetics,2018,3,4,29,Normal Issue,https://doi.org/10.3390/biomimetics3040029,Accepted,2018-10-01
Biomimetics,2018,3,4,29,Normal Issue,https://doi.org/10.3390/biomimetics3040029,Published,2018-10-05
Biomimetics,2018,3,4,30,Normal Issue,https://doi.org/10.3390/biomimetics3040030,Received,2018-07-31
Biomimetics,2018,3,4,30,Normal Issue,https://doi.org/10.3390/biomimetics3040030,Revised,2018-09-08
Biomimetics,2018,3,4,30,Normal Issue,https://doi.org/10.3390/biomimetics3040030,Accepted,2018-09-27
Biomimetics,2018,3,4,30,Normal Issue,https://doi.org/10.3390/biomimetics3040030,Published,2018-10-11
Biomimetics,2018,3,4,31,Normal Issue,https://doi.org/10.3390/biomimetics3040031,Received,2018-09-21
Biomimetics,2018,3,4,31,Normal Issue,https://doi.org/10.3390/biomimetics3040031,Revised,2018-10-08
Biomimetics,2018,3,4,31,Normal Issue,https://doi.org/10.3390/biomimetics3040031,Accepted,2018-10-15
Biomimetics,2018,3,4,31,Normal Issue,https://doi.org/10.3390/biomimetics3040031,Published,2018-10-19
Biomimetics,2018,3,4,32,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3040032,Received,2018-07-26
Biomimetics,2018,3,4,32,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3040032,Revised,2018-09-14
Biomimetics,2018,3,4,32,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3040032,Accepted,2018-10-12
Biomimetics,2018,3,4,32,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics3040032,Published,2018-10-24
Biomimetics,2018,3,4,33,Normal Issue,https://doi.org/10.3390/biomimetics3040033,Received,2018-10-22
Biomimetics,2018,3,4,33,Normal Issue,https://doi.org/10.3390/biomimetics3040033,Accepted,2018-10-23
Biomimetics,2018,3,4,33,Normal Issue,https://doi.org/10.3390/biomimetics3040033,Published,2018-10-25
Biomimetics,2018,3,4,34,"
(This article belongs to the Special Issue Biomimetic Design and Techniques for Space Applications)",https://doi.org/10.3390/biomimetics3040034,Received,2018-08-03
Biomimetics,2018,3,4,34,"
(This article belongs to the Special Issue Biomimetic Design and Techniques for Space Applications)",https://doi.org/10.3390/biomimetics3040034,Revised,2018-09-28
Biomimetics,2018,3,4,34,"
(This article belongs to the Special Issue Biomimetic Design and Techniques for Space Applications)",https://doi.org/10.3390/biomimetics3040034,Accepted,2018-10-05
Biomimetics,2018,3,4,34,"
(This article belongs to the Special Issue Biomimetic Design and Techniques for Space Applications)",https://doi.org/10.3390/biomimetics3040034,Published,2018-10-30
Biomimetics,2018,3,4,35,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3040035,Received,2018-08-23
Biomimetics,2018,3,4,35,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3040035,Revised,2018-10-18
Biomimetics,2018,3,4,35,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3040035,Accepted,2018-10-26
Biomimetics,2018,3,4,35,"
(This article belongs to the Special Issue Biomimetic Restorative Dentistry)",https://doi.org/10.3390/biomimetics3040035,Published,2018-11-06
Biomimetics,2018,3,4,36,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040036,Received,2018-09-28
Biomimetics,2018,3,4,36,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040036,Revised,2018-11-07
Biomimetics,2018,3,4,36,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040036,Accepted,2018-11-07
Biomimetics,2018,3,4,36,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040036,Published,2018-11-12
Biomimetics,2018,3,4,37,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040037,Received,2018-11-01
Biomimetics,2018,3,4,37,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040037,Accepted,2018-11-20
Biomimetics,2018,3,4,37,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics3040037,Published,2018-11-27
Biomimetics,2018,3,4,38,Normal Issue,https://doi.org/10.3390/biomimetics3040038,Received,2018-08-18
Biomimetics,2018,3,4,38,Normal Issue,https://doi.org/10.3390/biomimetics3040038,Revised,2018-10-24
Biomimetics,2018,3,4,38,Normal Issue,https://doi.org/10.3390/biomimetics3040038,Accepted,2018-11-20
Biomimetics,2018,3,4,38,Normal Issue,https://doi.org/10.3390/biomimetics3040038,Published,2018-11-30
Biomimetics,2018,3,4,39,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3040039,Received,2018-11-02
Biomimetics,2018,3,4,39,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3040039,Revised,2018-11-26
Biomimetics,2018,3,4,39,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3040039,Accepted,2018-11-27
Biomimetics,2018,3,4,39,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics3040039,Published,2018-12-04
Biomimetics,2019,4,1,1,Normal Issue,https://doi.org/10.3390/biomimetics4010001,Received,2018-09-21
Biomimetics,2019,4,1,1,Normal Issue,https://doi.org/10.3390/biomimetics4010001,Revised,2018-11-16
Biomimetics,2019,4,1,1,Normal Issue,https://doi.org/10.3390/biomimetics4010001,Accepted,2018-12-19
Biomimetics,2019,4,1,1,Normal Issue,https://doi.org/10.3390/biomimetics4010001,Published,2019-01-03
Biomimetics,2019,4,1,2,Normal Issue,https://doi.org/10.3390/biomimetics4010002,Received,2018-09-09
Biomimetics,2019,4,1,2,Normal Issue,https://doi.org/10.3390/biomimetics4010002,Revised,2018-11-16
Biomimetics,2019,4,1,2,Normal Issue,https://doi.org/10.3390/biomimetics4010002,Accepted,2018-12-12
Biomimetics,2019,4,1,2,Normal Issue,https://doi.org/10.3390/biomimetics4010002,Published,2019-01-04
Biomimetics,2019,4,1,3,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010003,Received,2018-10-31
Biomimetics,2019,4,1,3,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010003,Revised,2018-12-20
Biomimetics,2019,4,1,3,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010003,Accepted,2018-12-28
Biomimetics,2019,4,1,3,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010003,Published,2019-01-11
Biomimetics,2019,4,1,4,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010004,Received,2018-12-12
Biomimetics,2019,4,1,4,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010004,Accepted,2018-12-28
Biomimetics,2019,4,1,4,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010004,Published,2019-01-14
Biomimetics,2019,4,1,5,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010005,Received,2018-10-08
Biomimetics,2019,4,1,5,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010005,Revised,2019-01-05
Biomimetics,2019,4,1,5,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010005,Accepted,2019-01-10
Biomimetics,2019,4,1,5,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010005,Published,2019-01-16
Biomimetics,2019,4,1,6,Normal Issue,https://doi.org/10.3390/biomimetics4010006,Published,2019-01-17
Biomimetics,2019,4,1,7,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010007,Received,2018-11-14
Biomimetics,2019,4,1,7,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010007,Revised,2018-12-31
Biomimetics,2019,4,1,7,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010007,Accepted,2019-01-09
Biomimetics,2019,4,1,7,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010007,Published,2019-01-17
Biomimetics,2019,4,1,8,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010008,Received,2018-12-10
Biomimetics,2019,4,1,8,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010008,Revised,2019-01-10
Biomimetics,2019,4,1,8,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010008,Accepted,2019-01-16
Biomimetics,2019,4,1,8,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010008,Published,2019-01-22
Biomimetics,2019,4,1,9,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4010009,Received,2018-12-20
Biomimetics,2019,4,1,9,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4010009,Accepted,2019-01-14
Biomimetics,2019,4,1,9,"
(This article belongs to the Special Issue Bioinspired Intelligence)",https://doi.org/10.3390/biomimetics4010009,Published,2019-01-25
Biomimetics,2019,4,1,10,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010010,Received,2018-11-07
Biomimetics,2019,4,1,10,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010010,Revised,2019-01-18
Biomimetics,2019,4,1,10,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010010,Accepted,2019-01-22
Biomimetics,2019,4,1,10,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010010,Published,2019-01-25
Biomimetics,2019,4,1,11,Normal Issue,https://doi.org/10.3390/biomimetics4010011,Received,2018-10-07
Biomimetics,2019,4,1,11,Normal Issue,https://doi.org/10.3390/biomimetics4010011,Revised,2018-11-23
Biomimetics,2019,4,1,11,Normal Issue,https://doi.org/10.3390/biomimetics4010011,Accepted,2018-11-27
Biomimetics,2019,4,1,11,Normal Issue,https://doi.org/10.3390/biomimetics4010011,Published,2019-02-01
Biomimetics,2019,4,1,12,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010012,Received,2018-11-20
Biomimetics,2019,4,1,12,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010012,Revised,2019-01-18
Biomimetics,2019,4,1,12,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010012,Accepted,2019-01-22
Biomimetics,2019,4,1,12,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010012,Published,2019-02-04
Biomimetics,2019,4,1,13,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010013,Received,2018-11-13
Biomimetics,2019,4,1,13,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010013,Revised,2019-01-02
Biomimetics,2019,4,1,13,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010013,Accepted,2019-01-30
Biomimetics,2019,4,1,13,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010013,Published,2019-02-06
Biomimetics,2019,4,1,14,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010014,Received,2019-01-22
Biomimetics,2019,4,1,14,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010014,Accepted,2019-01-28
Biomimetics,2019,4,1,14,"
(This article belongs to the Special Issue Selected Papers from NanoTech Poland 2018 and 1st Symposium on Polydopamine)",https://doi.org/10.3390/biomimetics4010014,Published,2019-02-07
Biomimetics,2019,4,1,15,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010015,Received,2018-11-11
Biomimetics,2019,4,1,15,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010015,Revised,2019-01-13
Biomimetics,2019,4,1,15,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010015,Accepted,2019-01-17
Biomimetics,2019,4,1,15,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010015,Published,2019-02-11
Biomimetics,2019,4,1,16,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010016,Received,2018-12-17
Biomimetics,2019,4,1,16,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010016,Revised,2019-01-22
Biomimetics,2019,4,1,16,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010016,Accepted,2019-02-04
Biomimetics,2019,4,1,16,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010016,Published,2019-02-12
Biomimetics,2019,4,1,17,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010017,Received,2018-12-30
Biomimetics,2019,4,1,17,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010017,Revised,2019-02-03
Biomimetics,2019,4,1,17,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010017,Accepted,2019-02-05
Biomimetics,2019,4,1,17,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010017,Published,2019-02-13
Biomimetics,2019,4,1,18,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010018,Received,2018-12-19
Biomimetics,2019,4,1,18,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010018,Revised,2019-02-04
Biomimetics,2019,4,1,18,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010018,Accepted,2019-02-14
Biomimetics,2019,4,1,18,"
(This article belongs to the Special Issue Selected Papers from Bioinspired Materials 2018)",https://doi.org/10.3390/biomimetics4010018,Published,2019-02-20
Biomimetics,2019,4,1,19,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010019,Received,2018-12-24
Biomimetics,2019,4,1,19,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010019,Revised,2019-02-10
Biomimetics,2019,4,1,19,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010019,Accepted,2019-02-11
Biomimetics,2019,4,1,19,"
(This article belongs to the Special Issue Chitin- and Chitosan-Based Composite Materials)",https://doi.org/10.3390/biomimetics4010019,Published,2019-02-20
Biomimetics,2019,4,1,20,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010020,Received,2019-01-10
Biomimetics,2019,4,1,20,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010020,Revised,2019-02-19
Biomimetics,2019,4,1,20,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010020,Accepted,2019-02-22
Biomimetics,2019,4,1,20,"
(This article belongs to the Special Issue Biogenic and Bioinspired Self-Healing Materials)",https://doi.org/10.3390/biomimetics4010020,Published,2019-02-27
Biomimetics,2019,4,1,21,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010021,Received,2018-11-12
Biomimetics,2019,4,1,21,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010021,Revised,2019-02-16
Biomimetics,2019,4,1,21,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010021,Accepted,2019-02-19
Biomimetics,2019,4,1,21,"
(This article belongs to the Special Issue Selected Papers from Living Machines 2018)",https://doi.org/10.3390/biomimetics4010021,Published,2019-03-01
Biomimetics,2019,4,1,22,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010022,Received,2019-03-06
Biomimetics,2019,4,1,22,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010022,Accepted,2019-03-08
Biomimetics,2019,4,1,22,"
(This article belongs to the Special Issue Soft Robotics)",https://doi.org/10.3390/biomimetics4010022,Published,2019-03-12
Biomimetics,2019,4,1,23,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4010023,Received,2019-01-05
Biomimetics,2019,4,1,23,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4010023,Revised,2019-03-03
Biomimetics,2019,4,1,23,"
(This article belongs to the Special Issue Fluid Dynamic Interactions in Biological and Bioinspired Propulsion)",https://doi.org/10.3390/biomimetics4010023,Accepted,2019-03-04
