journal,ISSN,volume,issue,narticles
biology,2079-7737,6,2,10
biology,2079-7737,6,3,4
biology,2079-7737,6,4,12
biology,2079-7737,7,1,21
biology,2079-7737,7,2,15
biology,2079-7737,7,3,8
biology,2079-7737,7,4,7
biology,2079-7737,8,1,19
biology,2079-7737,8,2,31
biology,2079-7737,8,3,18
biology,2079-7737,8,4,26
biology,2079-7737,9,1,21
biology,2079-7737,9,2,18
biology,2079-7737,9,3,22
biology,2079-7737,9,4,26
biology,2079-7737,9,5,24
biology,2079-7737,9,6,30
biology,2079-7737,9,7,39
biology,2079-7737,9,8,56
biology,2079-7737,9,9,69
biology,2079-7737,9,10,39
biology,2079-7737,9,11,67
biology,2079-7737,9,12,75
biology,2079-7737,10,1,69
biology,2079-7737,10,2,99
biology,2079-7737,10,3,82
biology,2079-7737,10,4,98
biology,2079-7737,10,5,101
biology,2079-7737,10,6,115
biology,2079-7737,10,7,126
biology,2079-7737,10,8,129
biology,2079-7737,10,9,124
biology,2079-7737,10,10,127
biology,2079-7737,10,11,149
biology,2079-7737,10,12,140
biology,2079-7737,11,1,151
biology,2079-7737,11,2,191
biology,2079-7737,11,3,137
biology,2079-7737,11,4,140
biology,2079-7737,11,5,179
biology,2079-7737,11,6,145
biology,2079-7737,11,7,148
biology,2079-7737,11,8,159
biology,2079-7737,11,9,122
biology,2079-7737,11,10,172
biology,2079-7737,11,11,143
biology,2079-7737,11,12,168
biology,2079-7737,12,1,142
biology,2079-7737,12,2,194
biology,2079-7737,12,3,15
biomedicines,2227-9059,5,1,11
biomedicines,2227-9059,5,2,23
biomedicines,2227-9059,5,3,23
biomedicines,2227-9059,5,4,14
biomedicines,2227-9059,6,1,36
biomedicines,2227-9059,6,2,36
biomedicines,2227-9059,6,3,21
biomedicines,2227-9059,6,4,25
biomedicines,2227-9059,7,1,23
biomedicines,2227-9059,7,2,23
biomedicines,2227-9059,7,3,26
biomedicines,2227-9059,7,4,28
biomedicines,2227-9059,8,1,17
biomedicines,2227-9059,8,2,24
biomedicines,2227-9059,8,3,26
biomedicines,2227-9059,8,4,28
biomedicines,2227-9059,8,5,41
biomedicines,2227-9059,8,6,42
biomedicines,2227-9059,8,7,54
biomedicines,2227-9059,8,8,59
biomedicines,2227-9059,8,9,80
biomedicines,2227-9059,8,10,72
biomedicines,2227-9059,8,11,86
biomedicines,2227-9059,8,12,110
biomedicines,2227-9059,9,1,95
biomedicines,2227-9059,9,2,132
biomedicines,2227-9059,9,3,100
biomedicines,2227-9059,9,4,116
biomedicines,2227-9059,9,5,140
biomedicines,2227-9059,9,6,118
biomedicines,2227-9059,9,7,147
biomedicines,2227-9059,9,8,226
biomedicines,2227-9059,9,9,209
biomedicines,2227-9059,9,10,215
biomedicines,2227-9059,9,11,246
biomedicines,2227-9059,9,12,210
biomedicines,2227-9059,10,1,197
biomedicines,2227-9059,10,2,318
biomedicines,2227-9059,10,3,215
biomedicines,2227-9059,10,4,198
biomedicines,2227-9059,10,5,286
biomedicines,2227-9059,10,6,247
biomedicines,2227-9059,10,7,305
biomedicines,2227-9059,10,8,288
biomedicines,2227-9059,10,9,277
biomedicines,2227-9059,10,10,338
biomedicines,2227-9059,10,11,329
biomedicines,2227-9059,10,12,298
biomedicines,2227-9059,11,1,233
biomedicines,2227-9059,11,2,412
biomedicines,2227-9059,11,3,26
biomimetics,2313-7673,1,1,7
biomimetics,2313-7673,2,1,3
biomimetics,2313-7673,2,2,5
biomimetics,2313-7673,2,3,10
biomimetics,2313-7673,2,4,7
biomimetics,2313-7673,3,1,4
biomimetics,2313-7673,3,2,9
biomimetics,2313-7673,3,3,14
biomimetics,2313-7673,3,4,12
biomimetics,2313-7673,4,1,28
biomimetics,2313-7673,4,2,15
biomimetics,2313-7673,4,3,21
biomimetics,2313-7673,4,4,14
biomimetics,2313-7673,5,1,11
biomimetics,2313-7673,5,2,19
biomimetics,2313-7673,5,3,15
biomimetics,2313-7673,5,4,23
biomimetics,2313-7673,6,1,21
biomimetics,2313-7673,6,2,20
biomimetics,2313-7673,6,3,12
biomimetics,2313-7673,6,4,19
biomimetics,2313-7673,7,1,33
biomimetics,2313-7673,7,2,50
biomimetics,2313-7673,7,3,55
biomimetics,2313-7673,7,4,112
biomolecules,2218-273X,7,1,33
biomolecules,2218-273X,7,2,11
biomolecules,2218-273X,7,3,25
biomolecules,2218-273X,7,4,10
biomolecules,2218-273X,8,1,13
biomolecules,2218-273X,8,2,29
biomolecules,2218-273X,8,3,55
biomolecules,2218-273X,8,4,85
biomolecules,2218-273X,9,1,36
biomolecules,2218-273X,9,2,44
biomolecules,2218-273X,9,3,37
biomolecules,2218-273X,9,4,43
biomolecules,2218-273X,9,5,44
biomolecules,2218-273X,9,6,47
biomolecules,2218-273X,9,7,44
biomolecules,2218-273X,9,8,93
biomolecules,2218-273X,9,9,120
biomolecules,2218-273X,9,10,131
biomolecules,2218-273X,9,11,112
biomolecules,2218-273X,9,12,141
biomolecules,2218-273X,10,1,163
biomolecules,2218-273X,10,2,186
biomolecules,2218-273X,10,3,145
biomolecules,2218-273X,10,4,169
biomolecules,2218-273X,10,5,148
biomolecules,2218-273X,10,6,156
biomolecules,2218-273X,10,7,119
biomolecules,2218-273X,10,8,114
biomolecules,2218-273X,10,9,153
biomolecules,2218-273X,10,10,115
biomolecules,2218-273X,10,11,122
biomolecules,2218-273X,10,12,112
biomolecules,2218-273X,11,1,128
biomolecules,2218-273X,11,2,210
biomolecules,2218-273X,11,3,146
biomolecules,2218-273X,11,4,128
biomolecules,2218-273X,11,5,156
biomolecules,2218-273X,11,6,149
biomolecules,2218-273X,11,7,146
biomolecules,2218-273X,11,8,193
biomolecules,2218-273X,11,9,139
biomolecules,2218-273X,11,10,154
biomolecules,2218-273X,11,11,193
biomolecules,2218-273X,11,12,174
biomolecules,2218-273X,12,1,146
biomolecules,2218-273X,12,2,194
biomolecules,2218-273X,12,3,138
biomolecules,2218-273X,12,4,120
biomolecules,2218-273X,12,5,139
biomolecules,2218-273X,12,6,122
biomolecules,2218-273X,12,7,152
biomolecules,2218-273X,12,8,152
biomolecules,2218-273X,12,9,163
biomolecules,2218-273X,12,10,216
biomolecules,2218-273X,12,11,180
biomolecules,2218-273X,12,12,182
biomolecules,2218-273X,13,1,187
biomolecules,2218-273X,13,2,213
biomolecules,2218-273X,13,3,17
biosensors,2079-6374,7,1,14
biosensors,2079-6374,7,2,9
biosensors,2079-6374,7,3,17
biosensors,2079-6374,7,4,23
biosensors,2079-6374,8,1,26
biosensors,2079-6374,8,2,30
biosensors,2079-6374,8,3,30
biosensors,2079-6374,8,4,46
biosensors,2079-6374,9,1,46
biosensors,2079-6374,9,2,35
biosensors,2079-6374,9,3,30
biosensors,2079-6374,9,4,34
biosensors,2079-6374,10,1,7
biosensors,2079-6374,10,2,7
biosensors,2079-6374,10,3,15
biosensors,2079-6374,10,4,14
biosensors,2079-6374,10,5,11
biosensors,2079-6374,10,6,18
biosensors,2079-6374,10,7,7
biosensors,2079-6374,10,8,22
biosensors,2079-6374,10,9,28
biosensors,2079-6374,10,10,21
biosensors,2079-6374,10,11,38
biosensors,2079-6374,10,12,25
biosensors,2079-6374,11,1,26
biosensors,2079-6374,11,2,32
biosensors,2079-6374,11,3,37
biosensors,2079-6374,11,4,32
biosensors,2079-6374,11,5,37
biosensors,2079-6374,11,6,38
biosensors,2079-6374,11,7,41
biosensors,2079-6374,11,8,49
biosensors,2079-6374,11,9,56
biosensors,2079-6374,11,10,57
biosensors,2079-6374,11,11,65
biosensors,2079-6374,11,12,57
biosensors,2079-6374,12,1,46
biosensors,2079-6374,12,2,89
biosensors,2079-6374,12,3,49
biosensors,2079-6374,12,4,73
biosensors,2079-6374,12,5,102
biosensors,2079-6374,12,6,74
biosensors,2079-6374,12,7,118
biosensors,2079-6374,12,8,117
biosensors,2079-6374,12,9,102
biosensors,2079-6374,12,10,141
biosensors,2079-6374,12,11,148
biosensors,2079-6374,12,12,124
biosensors,2079-6374,13,1,147
biosensors,2079-6374,13,2,152
biosensors,2079-6374,13,3,10
brainsci,2076-3425,7,1,13
brainsci,2076-3425,7,2,9
brainsci,2076-3425,7,3,10
brainsci,2076-3425,7,4,12
brainsci,2076-3425,7,5,10
brainsci,2076-3425,7,6,15
brainsci,2076-3425,7,7,23
brainsci,2076-3425,7,8,18
brainsci,2076-3425,7,9,10
brainsci,2076-3425,7,10,19
brainsci,2076-3425,7,11,16
brainsci,2076-3425,7,12,12
brainsci,2076-3425,8,1,19
brainsci,2076-3425,8,2,18
brainsci,2076-3425,8,3,11
brainsci,2076-3425,8,4,26
brainsci,2076-3425,8,5,19
brainsci,2076-3425,8,6,21
brainsci,2076-3425,8,7,23
brainsci,2076-3425,8,8,21
brainsci,2076-3425,8,9,19
brainsci,2076-3425,8,10,13
brainsci,2076-3425,8,11,12
brainsci,2076-3425,8,12,26
brainsci,2076-3425,9,1,17
brainsci,2076-3425,9,2,29
brainsci,2076-3425,9,3,26
brainsci,2076-3425,9,4,22
brainsci,2076-3425,9,5,29
brainsci,2076-3425,9,6,26
brainsci,2076-3425,9,7,25
brainsci,2076-3425,9,8,35
brainsci,2076-3425,9,9,33
brainsci,2076-3425,9,10,47
brainsci,2076-3425,9,11,41
brainsci,2076-3425,9,12,53
brainsci,2076-3425,10,1,57
brainsci,2076-3425,10,2,70
brainsci,2076-3425,10,3,63
brainsci,2076-3425,10,4,62
brainsci,2076-3425,10,5,68
brainsci,2076-3425,10,6,86
brainsci,2076-3425,10,7,63
brainsci,2076-3425,10,8,98
brainsci,2076-3425,10,9,93
brainsci,2076-3425,10,10,101
brainsci,2076-3425,10,11,135
brainsci,2076-3425,10,12,123
brainsci,2076-3425,11,1,127
brainsci,2076-3425,11,2,153
brainsci,2076-3425,11,3,128
brainsci,2076-3425,11,4,115
brainsci,2076-3425,11,5,146
brainsci,2076-3425,11,6,153
brainsci,2076-3425,11,7,135
brainsci,2076-3425,11,8,154
brainsci,2076-3425,11,9,141
brainsci,2076-3425,11,10,116
brainsci,2076-3425,11,11,180
brainsci,2076-3425,11,12,109
brainsci,2076-3425,12,1,122
brainsci,2076-3425,12,2,174
brainsci,2076-3425,12,3,117
brainsci,2076-3425,12,4,98
brainsci,2076-3425,12,5,171
brainsci,2076-3425,12,6,128
brainsci,2076-3425,12,7,148
brainsci,2076-3425,12,8,157
brainsci,2076-3425,12,9,151
brainsci,2076-3425,12,10,156
brainsci,2076-3425,12,11,170
brainsci,2076-3425,12,12,145
brainsci,2076-3425,13,1,156
brainsci,2076-3425,13,2,214
brainsci,2076-3425,13,3,14
buildings,2075-5309,7,1,26
buildings,2075-5309,7,2,28
buildings,2075-5309,7,3,28
buildings,2075-5309,7,4,38
buildings,2075-5309,8,1,12
buildings,2075-5309,8,2,23
buildings,2075-5309,8,3,11
buildings,2075-5309,8,4,16
buildings,2075-5309,8,5,10
buildings,2075-5309,8,6,9
buildings,2075-5309,8,7,12
buildings,2075-5309,8,8,20
buildings,2075-5309,8,9,16
buildings,2075-5309,8,10,17
buildings,2075-5309,8,11,19
buildings,2075-5309,8,12,18
buildings,2075-5309,9,1,27
buildings,2075-5309,9,2,28
buildings,2075-5309,9,3,20
buildings,2075-5309,9,4,27
buildings,2075-5309,9,5,33
buildings,2075-5309,9,6,17
buildings,2075-5309,9,7,21
buildings,2075-5309,9,8,16
buildings,2075-5309,9,9,17
buildings,2075-5309,9,10,17
buildings,2075-5309,9,11,13
buildings,2075-5309,9,12,9
buildings,2075-5309,10,1,18
buildings,2075-5309,10,2,18
buildings,2075-5309,10,3,25
buildings,2075-5309,10,4,18
buildings,2075-5309,10,5,17
buildings,2075-5309,10,6,17
buildings,2075-5309,10,7,20
buildings,2075-5309,10,8,10
buildings,2075-5309,10,9,25
buildings,2075-5309,10,10,21
buildings,2075-5309,10,11,23
buildings,2075-5309,10,12,39
buildings,2075-5309,11,1,34
buildings,2075-5309,11,2,44
buildings,2075-5309,11,3,56
buildings,2075-5309,11,4,43
buildings,2075-5309,11,5,41
buildings,2075-5309,11,6,45
buildings,2075-5309,11,7,51
buildings,2075-5309,11,8,62
buildings,2075-5309,11,9,48
buildings,2075-5309,11,10,69
buildings,2075-5309,11,11,73
buildings,2075-5309,11,12,104
buildings,2075-5309,12,1,85
buildings,2075-5309,12,2,169
buildings,2075-5309,12,3,134
buildings,2075-5309,12,4,113
buildings,2075-5309,12,5,199
buildings,2075-5309,12,6,167
buildings,2075-5309,12,7,197
buildings,2075-5309,12,8,225
buildings,2075-5309,12,9,202
buildings,2075-5309,12,10,280
buildings,2075-5309,12,11,271
buildings,2075-5309,12,12,227
buildings,2075-5309,13,1,264
buildings,2075-5309,13,2,308
buildings,2075-5309,13,3,16
cancers,2072-6694,9,1,10
cancers,2072-6694,9,2,10
cancers,2072-6694,9,3,6
cancers,2072-6694,9,4,13
cancers,2072-6694,9,5,14
cancers,2072-6694,9,6,16
cancers,2072-6694,9,7,25
cancers,2072-6694,9,8,15
cancers,2072-6694,9,9,18
cancers,2072-6694,9,10,17
cancers,2072-6694,9,11,15
cancers,2072-6694,9,12,15
cancers,2072-6694,10,1,27
cancers,2072-6694,10,2,31
cancers,2072-6694,10,3,27
cancers,2072-6694,10,4,42
cancers,2072-6694,10,5,26
cancers,2072-6694,10,6,56
cancers,2072-6694,10,7,31
cancers,2072-6694,10,8,36
cancers,2072-6694,10,9,65
cancers,2072-6694,10,10,52
cancers,2072-6694,10,11,69
cancers,2072-6694,10,12,65
cancers,2072-6694,11,1,126
cancers,2072-6694,11,2,144
cancers,2072-6694,11,3,162
cancers,2072-6694,11,4,155
cancers,2072-6694,11,5,149
cancers,2072-6694,11,6,153
cancers,2072-6694,11,7,151
cancers,2072-6694,11,8,175
cancers,2072-6694,11,9,188
cancers,2072-6694,11,10,215
cancers,2072-6694,11,11,202
cancers,2072-6694,11,12,223
cancers,2072-6694,12,1,254
cancers,2072-6694,12,2,270
cancers,2072-6694,12,3,246
cancers,2072-6694,12,4,289
cancers,2072-6694,12,5,290
cancers,2072-6694,12,6,356
cancers,2072-6694,12,7,293
cancers,2072-6694,12,8,335
cancers,2072-6694,12,9,389
cancers,2072-6694,12,10,354
cancers,2072-6694,12,11,412
cancers,2072-6694,12,12,385
cancers,2072-6694,13,1,160
cancers,2072-6694,13,2,201
cancers,2072-6694,13,3,223
cancers,2072-6694,13,4,346
cancers,2072-6694,13,5,256
cancers,2072-6694,13,6,299
cancers,2072-6694,13,7,262
cancers,2072-6694,13,8,241
cancers,2072-6694,13,9,295
cancers,2072-6694,13,10,223
cancers,2072-6694,13,11,344
cancers,2072-6694,13,12,250
cancers,2072-6694,13,13,277
cancers,2072-6694,13,14,267
cancers,2072-6694,13,15,276
cancers,2072-6694,13,16,327
cancers,2072-6694,13,17,250
cancers,2072-6694,13,18,236
cancers,2072-6694,13,19,300
cancers,2072-6694,13,20,218
cancers,2072-6694,13,21,339
cancers,2072-6694,13,22,279
cancers,2072-6694,13,23,280
cancers,2072-6694,13,24,242
cancers,2072-6694,14,1,262
cancers,2072-6694,14,2,199
cancers,2072-6694,14,3,392
cancers,2072-6694,14,4,245
cancers,2072-6694,14,5,262
cancers,2072-6694,14,6,236
cancers,2072-6694,14,7,257
cancers,2072-6694,14,8,194
cancers,2072-6694,14,9,299
cancers,2072-6694,14,10,224
cancers,2072-6694,14,11,247
cancers,2072-6694,14,12,218
cancers,2072-6694,14,13,258
cancers,2072-6694,14,14,264
cancers,2072-6694,14,15,284
cancers,2072-6694,14,16,221
cancers,2072-6694,14,17,280
cancers,2072-6694,14,18,201
cancers,2072-6694,14,19,424
cancers,2072-6694,14,20,205
cancers,2072-6694,14,21,301
cancers,2072-6694,14,22,248
cancers,2072-6694,14,23,296
cancers,2072-6694,14,24,251
cancers,2072-6694,15,1,325
cancers,2072-6694,15,2,233
cancers,2072-6694,15,3,439
cancers,2072-6694,15,4,357
cancers,2072-6694,15,5,47
catalysts,2073-4344,7,1,35
catalysts,2073-4344,7,2,36
catalysts,2073-4344,7,3,24
catalysts,2073-4344,7,4,30
catalysts,2073-4344,7,5,41
catalysts,2073-4344,7,6,26
catalysts,2073-4344,7,7,31
catalysts,2073-4344,7,8,20
catalysts,2073-4344,7,9,37
catalysts,2073-4344,7,10,31
catalysts,2073-4344,7,11,42
catalysts,2073-4344,7,12,41
catalysts,2073-4344,8,1,41
catalysts,2073-4344,8,2,52
catalysts,2073-4344,8,3,30
catalysts,2073-4344,8,4,48
catalysts,2073-4344,8,5,50
catalysts,2073-4344,8,6,32
catalysts,2073-4344,8,7,42
catalysts,2073-4344,8,8,45
catalysts,2073-4344,8,9,64
catalysts,2073-4344,8,10,80
catalysts,2073-4344,8,11,84
catalysts,2073-4344,8,12,105
catalysts,2073-4344,9,1,106
catalysts,2073-4344,9,2,100
catalysts,2073-4344,9,3,95
catalysts,2073-4344,9,4,90
catalysts,2073-4344,9,5,96
catalysts,2073-4344,9,6,77
catalysts,2073-4344,9,7,66
catalysts,2073-4344,9,8,68
catalysts,2073-4344,9,9,86
catalysts,2073-4344,9,10,90
catalysts,2073-4344,9,11,97
catalysts,2073-4344,9,12,102
catalysts,2073-4344,10,1,142
catalysts,2073-4344,10,2,124
catalysts,2073-4344,10,3,90
catalysts,2073-4344,10,4,108
catalysts,2073-4344,10,5,129
catalysts,2073-4344,10,6,126
catalysts,2073-4344,10,7,93
catalysts,2073-4344,10,8,134
catalysts,2073-4344,10,9,153
catalysts,2073-4344,10,10,123
catalysts,2073-4344,10,11,142
catalysts,2073-4344,10,12,123
catalysts,2073-4344,11,1,144
catalysts,2073-4344,11,2,150
catalysts,2073-4344,11,3,113
catalysts,2073-4344,11,4,117
catalysts,2073-4344,11,5,124
catalysts,2073-4344,11,6,106
catalysts,2073-4344,11,7,116
catalysts,2073-4344,11,8,147
catalysts,2073-4344,11,9,118
catalysts,2073-4344,11,10,121
catalysts,2073-4344,11,11,163
catalysts,2073-4344,11,12,142
catalysts,2073-4344,12,1,107
catalysts,2073-4344,12,2,137
catalysts,2073-4344,12,3,108
catalysts,2073-4344,12,4,97
catalysts,2073-4344,12,5,125
catalysts,2073-4344,12,6,101
catalysts,2073-4344,12,7,128
catalysts,2073-4344,12,8,125
catalysts,2073-4344,12,9,145
catalysts,2073-4344,12,10,219
catalysts,2073-4344,12,11,197
catalysts,2073-4344,12,12,188
catalysts,2073-4344,13,1,211
catalysts,2073-4344,13,2,240
catalysts,2073-4344,13,3,16
cells,2073-4409,6,1,8
cells,2073-4409,6,2,7
cells,2073-4409,6,3,15
cells,2073-4409,6,4,18
cells,2073-4409,7,1,8
cells,2073-4409,7,2,8
cells,2073-4409,7,3,7
cells,2073-4409,7,4,10
cells,2073-4409,7,5,12
cells,2073-4409,7,6,18
cells,2073-4409,7,7,21
cells,2073-4409,7,8,29
cells,2073-4409,7,9,29
cells,2073-4409,7,10,39
cells,2073-4409,7,11,41
cells,2073-4409,7,12,57
cells,2073-4409,8,1,78
cells,2073-4409,8,2,121
cells,2073-4409,8,3,87
cells,2073-4409,8,4,94
cells,2073-4409,8,5,132
cells,2073-4409,8,6,127
cells,2073-4409,8,7,128
cells,2073-4409,8,8,174
cells,2073-4409,8,9,170
cells,2073-4409,8,10,191
cells,2073-4409,8,11,168
cells,2073-4409,8,12,189
cells,2073-4409,9,1,259
cells,2073-4409,9,2,264
cells,2073-4409,9,3,266
cells,2073-4409,9,4,277
cells,2073-4409,9,5,255
cells,2073-4409,9,6,243
cells,2073-4409,9,7,183
cells,2073-4409,9,8,171
cells,2073-4409,9,9,225
cells,2073-4409,9,10,193
cells,2073-4409,9,11,193
cells,2073-4409,9,12,196
cells,2073-4409,10,1,194
cells,2073-4409,10,2,287
cells,2073-4409,10,3,234
cells,2073-4409,10,4,248
cells,2073-4409,10,5,306
cells,2073-4409,10,6,294
cells,2073-4409,10,7,279
cells,2073-4409,10,8,328
cells,2073-4409,10,9,332
cells,2073-4409,10,10,300
cells,2073-4409,10,11,463
cells,2073-4409,10,12,339
cells,2073-4409,11,1,179
cells,2073-4409,11,2,131
cells,2073-4409,11,3,279
cells,2073-4409,11,4,167
cells,2073-4409,11,5,163
cells,2073-4409,11,6,142
cells,2073-4409,11,7,189
cells,2073-4409,11,8,124
cells,2073-4409,11,9,217
cells,2073-4409,11,10,129
cells,2073-4409,11,11,135
cells,2073-4409,11,12,124
cells,2073-4409,11,13,145
cells,2073-4409,11,14,137
cells,2073-4409,11,15,204
cells,2073-4409,11,16,153
cells,2073-4409,11,17,152
cells,2073-4409,11,18,158
cells,2073-4409,11,19,253
cells,2073-4409,11,20,151
cells,2073-4409,11,21,194
cells,2073-4409,11,22,180
cells,2073-4409,11,23,238
cells,2073-4409,11,24,193
cells,2073-4409,12,1,203
cells,2073-4409,12,2,137
cells,2073-4409,12,3,174
cells,2073-4409,12,4,161
cells,2073-4409,12,5,23
chemosensors,2227-9040,5,1,10
chemosensors,2227-9040,5,2,9
chemosensors,2227-9040,5,3,7
chemosensors,2227-9040,5,4,10
chemosensors,2227-9040,6,1,11
chemosensors,2227-9040,6,2,13
chemosensors,2227-9040,6,3,18
chemosensors,2227-9040,6,4,25
chemosensors,2227-9040,7,1,16
chemosensors,2227-9040,7,2,11
chemosensors,2227-9040,7,3,19
chemosensors,2227-9040,7,4,20
chemosensors,2227-9040,8,1,21
chemosensors,2227-9040,8,2,24
chemosensors,2227-9040,8,3,42
chemosensors,2227-9040,8,4,47
chemosensors,2227-9040,9,1,18
chemosensors,2227-9040,9,2,23
chemosensors,2227-9040,9,3,17
chemosensors,2227-9040,9,4,27
chemosensors,2227-9040,9,5,30
chemosensors,2227-9040,9,6,35
chemosensors,2227-9040,9,7,37
chemosensors,2227-9040,9,8,49
chemosensors,2227-9040,9,9,35
chemosensors,2227-9040,9,10,22
chemosensors,2227-9040,9,11,35
chemosensors,2227-9040,9,12,36
chemosensors,2227-9040,10,1,37
chemosensors,2227-9040,10,2,52
chemosensors,2227-9040,10,3,31
chemosensors,2227-9040,10,4,29
chemosensors,2227-9040,10,5,48
chemosensors,2227-9040,10,6,36
chemosensors,2227-9040,10,7,56
chemosensors,2227-9040,10,8,55
chemosensors,2227-9040,10,9,31
chemosensors,2227-9040,10,10,61
chemosensors,2227-9040,10,11,58
chemosensors,2227-9040,10,12,50
chemosensors,2227-9040,11,1,72
chemosensors,2227-9040,11,2,80
chemosensors,2227-9040,11,3,1
children,2227-9067,4,1,7
children,2227-9067,4,2,7
children,2227-9067,4,3,4
children,2227-9067,4,4,12
children,2227-9067,4,5,12
children,2227-9067,4,6,9
children,2227-9067,4,7,9
children,2227-9067,4,8,14
children,2227-9067,4,9,9
children,2227-9067,4,10,9
children,2227-9067,4,11,10
children,2227-9067,4,12,11
children,2227-9067,5,1,13
children,2227-9067,5,2,18
children,2227-9067,5,3,12
children,2227-9067,5,4,11
children,2227-9067,5,5,9
children,2227-9067,5,6,18
children,2227-9067,5,7,19
children,2227-9067,5,8,11
children,2227-9067,5,9,17
children,2227-9067,5,10,14
children,2227-9067,5,11,13
children,2227-9067,5,12,17
children,2227-9067,6,1,14
children,2227-9067,6,2,21
children,2227-9067,6,3,14
children,2227-9067,6,4,12
children,2227-9067,6,5,10
children,2227-9067,6,6,9
children,2227-9067,6,7,5
children,2227-9067,6,8,9
children,2227-9067,6,9,10
children,2227-9067,6,10,12
children,2227-9067,6,11,12
children,2227-9067,6,12,8
children,2227-9067,7,1,8
children,2227-9067,7,2,7
children,2227-9067,7,3,8
children,2227-9067,7,4,14
children,2227-9067,7,5,12
children,2227-9067,7,6,17
children,2227-9067,7,7,13
children,2227-9067,7,8,23
children,2227-9067,7,9,46
children,2227-9067,7,10,45
children,2227-9067,7,11,57
children,2227-9067,7,12,62
children,2227-9067,8,1,57
children,2227-9067,8,2,113
children,2227-9067,8,3,82
children,2227-9067,8,4,62
children,2227-9067,8,5,112
children,2227-9067,8,6,101
children,2227-9067,8,7,87
children,2227-9067,8,8,105
children,2227-9067,8,9,109
children,2227-9067,8,10,113
children,2227-9067,8,11,137
children,2227-9067,8,12,130
children,2227-9067,9,1,119
children,2227-9067,9,2,179
children,2227-9067,9,3,147
children,2227-9067,9,4,135
children,2227-9067,9,5,184
children,2227-9067,9,6,161
children,2227-9067,9,7,174
children,2227-9067,9,8,168
children,2227-9067,9,9,153
children,2227-9067,9,10,179
children,2227-9067,9,11,188
children,2227-9067,9,12,212
children,2227-9067,10,1,173
children,2227-9067,10,2,239
children,2227-9067,10,3,17
cimb,1467-3045,39,1,3
cimb,1467-3045,40,1,10
cimb,1467-3045,40,2,NA
cimb,1467-3045,40,3,NA
cimb,1467-3045,41,1,12
cimb,1467-3045,42,1,19
cimb,1467-3045,43,1,34
cimb,1467-3045,43,2,50
cimb,1467-3045,43,3,78
cimb,1467-3045,44,1,31
cimb,1467-3045,44,2,34
cimb,1467-3045,44,3,29
cimb,1467-3045,44,4,27
cimb,1467-3045,44,5,44
cimb,1467-3045,44,6,24
cimb,1467-3045,44,7,35
cimb,1467-3045,44,8,35
cimb,1467-3045,44,9,39
cimb,1467-3045,44,10,51
cimb,1467-3045,44,11,46
cimb,1467-3045,44,12,44
cimb,1467-3045,45,1,51
cimb,1467-3045,45,2,63
cimb,1467-3045,45,3,3
coatings,2079-6412,7,1,16
coatings,2079-6412,7,2,18
coatings,2079-6412,7,3,11
coatings,2079-6412,7,4,11
coatings,2079-6412,7,5,15
coatings,2079-6412,7,6,12
coatings,2079-6412,7,7,24
coatings,2079-6412,7,8,25
coatings,2079-6412,7,9,19
coatings,2079-6412,7,10,26
coatings,2079-6412,7,11,30
coatings,2079-6412,7,12,31
coatings,2079-6412,8,1,45
coatings,2079-6412,8,2,39
coatings,2079-6412,8,3,31
coatings,2079-6412,8,4,36
coatings,2079-6412,8,5,46
coatings,2079-6412,8,6,29
coatings,2079-6412,8,7,29
coatings,2079-6412,8,8,37
coatings,2079-6412,8,9,36
coatings,2079-6412,8,10,45
coatings,2079-6412,8,11,41
coatings,2079-6412,8,12,58
coatings,2079-6412,9,1,62
coatings,2079-6412,9,2,87
coatings,2079-6412,9,3,64
coatings,2079-6412,9,4,66
coatings,2079-6412,9,5,66
coatings,2079-6412,9,6,64
coatings,2079-6412,9,7,53
coatings,2079-6412,9,8,66
coatings,2079-6412,9,9,64
coatings,2079-6412,9,10,98
coatings,2079-6412,9,11,80
coatings,2079-6412,9,12,98
coatings,2079-6412,10,1,89
coatings,2079-6412,10,2,106
coatings,2079-6412,10,3,108
coatings,2079-6412,10,4,125
coatings,2079-6412,10,5,77
coatings,2079-6412,10,6,98
coatings,2079-6412,10,7,101
coatings,2079-6412,10,8,96
coatings,2079-6412,10,9,109
coatings,2079-6412,10,10,102
coatings,2079-6412,10,11,129
coatings,2079-6412,10,12,129
coatings,2079-6412,11,1,111
coatings,2079-6412,11,2,149
coatings,2079-6412,11,3,109
coatings,2079-6412,11,4,115
coatings,2079-6412,11,5,127
coatings,2079-6412,11,6,129
coatings,2079-6412,11,7,129
coatings,2079-6412,11,8,142
coatings,2079-6412,11,9,134
coatings,2079-6412,11,10,122
coatings,2079-6412,11,11,165
coatings,2079-6412,11,12,136
coatings,2079-6412,12,1,105
coatings,2079-6412,12,2,185
coatings,2079-6412,12,3,129
coatings,2079-6412,12,4,128
coatings,2079-6412,12,5,167
coatings,2079-6412,12,6,159
coatings,2079-6412,12,7,164
coatings,2079-6412,12,8,192
coatings,2079-6412,12,9,140
coatings,2079-6412,12,10,236
coatings,2079-6412,12,11,189
coatings,2079-6412,12,12,201
coatings,2079-6412,13,1,215
coatings,2079-6412,13,2,263
coatings,2079-6412,13,3,12
crystals,2073-4352,7,1,30
crystals,2073-4352,7,2,31
crystals,2073-4352,7,3,31
crystals,2073-4352,7,4,26
